"","X","x","y","elevation","Presence"
"1719",1719,-1275500,2590500,347,0
"1720",1720,-1860500,3173500,204,0
"1721",1721,-1215500,3652500,190,0
"1722",1722,-1242500,2181500,2584,0
"1723",1723,-194500,1961500,242,0
"1724",1724,-1225500,2715500,234,0
"1725",1725,106500,4262500,142,0
"1726",1726,-826500,1125500,3205,0
"1727",1727,-282500,2638500,122,0
"1728",1728,366500,533500,125,0
"1729",1729,384500,2991500,194,0
"1730",1730,1347500,982500,802,0
"1731",1731,1826500,1889500,767,0
"1732",1732,-1601500,3756500,292,0
"1733",1733,429500,1924500,584,0
"1734",1734,-430500,3252500,43,0
"1735",1735,-1862500,3426500,273,0
"1736",1736,1017500,664500,910,0
"1737",1737,-401500,3729500,72,0
"1738",1738,-500,2469500,290,0
"1739",1739,-45500,3650500,109,0
"1740",1740,-1525500,4444500,939,0
"1741",1741,82500,3853500,255,0
"1742",1742,-1483500,3796500,233,0
"1743",1743,2516500,2620500,660,0
"1744",1744,-942500,1464500,3117,0
"1745",1745,1681500,1457500,734,0
"1746",1746,-387500,888500,371,0
"1747",1747,-372500,2963500,39,0
"1748",1748,2005500,2615500,412,0
"1749",1749,-839500,2870500,133,0
"1750",1750,513500,465500,282,0
"1751",1751,1636500,2047500,550,0
"1752",1752,800500,3212500,139,0
"1753",1753,1065500,1091500,590,0
"1754",1754,-1223500,2101500,3710,0
"1755",1755,224500,1443500,82,0
"1756",1756,2655500,2493500,129,0
"1757",1757,595500,2201500,344,0
"1758",1758,1750500,3148500,44,0
"1759",1759,-1809500,2881500,683,0
"1760",1760,1002500,2807500,326,0
"1761",1761,1243500,2902500,162,0
"1762",1762,17500,2489500,279,0
"1763",1763,-856500,1160500,3541,0
"1764",1764,69500,4003500,428,0
"1765",1765,-926500,793500,2467,0
"1766",1766,-674500,4581500,117,0
"1767",1767,1207500,1275500,657,0
"1768",1768,326500,3515500,59,0
"1769",1769,1659500,2910500,287,0
"1770",1770,1866500,2815500,133,0
"1771",1771,930500,3374500,54,0
"1772",1772,-151500,3130500,53,0
"1773",1773,692500,3721500,352,0
"1774",1774,1056500,1631500,759,0
"1775",1775,1581500,1863500,696,0
"1776",1776,158500,2838500,174,0
"1777",1777,1017500,1366500,429,0
"1778",1778,724500,2892500,286,0
"1779",1779,171500,3479500,46,0
"1780",1780,-486500,4535500,188,0
"1781",1781,-1478500,2447500,262,0
"1782",1782,546500,908500,217,0
"1783",1783,-1141500,2305500,396,0
"1784",1784,955500,681500,824,0
"1785",1785,-1164500,2411500,370,0
"1786",1786,1574500,2298500,675,0
"1787",1787,1323500,2287500,332,0
"1788",1788,-661500,1240500,3937,0
"1789",1789,-46500,656500,103,0
"1790",1790,598500,1821500,369,0
"1791",1791,-1834500,3466500,249,0
"1792",1792,612500,1615500,329,0
"1793",1793,-98500,4270500,571,0
"1794",1794,360500,1591500,121,0
"1795",1795,-405500,1058500,872,0
"1796",1796,-280500,4106500,499,0
"1797",1797,-671500,4367500,51,0
"1798",1798,-213500,3521500,32,0
"1799",1799,728500,3524500,269,0
"1800",1800,-50500,1173500,166,0
"1801",1801,-511500,3172500,75,0
"1802",1802,-907500,3477500,103,0
"1803",1803,1052500,2305500,192,0
"1804",1804,-534500,2982500,80,0
"1805",1805,1699500,3145500,15,0
"1806",1806,-1083500,2453500,286,0
"1807",1807,609500,3225500,105,0
"1808",1808,552500,1614500,254,0
"1809",1809,1008500,3516500,26,0
"1810",1810,1071500,1185500,496,0
"1811",1811,-620500,712500,4049,0
"1812",1812,1859500,2752500,250,0
"1813",1813,-1008500,2918500,150,0
"1814",1814,-751500,2462500,192,0
"1815",1815,1395500,2920500,182,0
"1816",1816,-1383500,2126500,3135,0
"1817",1817,-1525500,3689500,232,0
"1818",1818,-343500,2055500,222,0
"1819",1819,1589500,2881500,371,0
"1820",1820,1118500,1170500,557,0
"1821",1821,-894500,519500,3289,0
"1822",1822,-2157500,3185500,3839,0
"1823",1823,-837500,2903500,141,0
"1824",1824,-435500,2153500,141,0
"1825",1825,-952500,2184500,226,0
"1826",1826,-813500,421500,4580,0
"1827",1827,1565500,3052500,257,0
"1828",1828,-948500,3649500,92,0
"1829",1829,-151500,905500,168,0
"1830",1830,398500,4153500,225,0
"1831",1831,-1259500,4138500,133,0
"1832",1832,-1263500,2285500,439,0
"1833",1833,-1500,4003500,125,0
"1834",1834,538500,3178500,261,0
"1835",1835,839500,571500,893,0
"1836",1836,-315500,2156500,146,0
"1837",1837,670500,1939500,498,0
"1838",1838,145500,2909500,145,0
"1839",1839,-93500,1759500,357,0
"1840",1840,900500,2805500,253,0
"1841",1841,2185500,3142500,119,0
"1842",1842,1007500,3448500,25,0
"1843",1843,-777500,4354500,353,0
"1844",1844,909500,307500,929,0
"1845",1845,-105500,1927500,243,0
"1846",1846,673500,3709500,365,0
"1847",1847,601500,3147500,212,0
"1848",1848,670500,2975500,251,0
"1849",1849,786500,3448500,6,0
"1850",1850,1203500,2424500,551,0
"1851",1851,28500,1289500,124,0
"1852",1852,439500,4249500,10,0
"1853",1853,-636500,474500,1021,0
"1854",1854,-169500,806500,167,0
"1855",1855,-1558500,2479500,625,0
"1856",1856,-33500,3014500,58,0
"1857",1857,-253500,398500,106,0
"1858",1858,914500,2407500,187,0
"1859",1859,-1177500,3631500,184,0
"1860",1860,-2046500,4191500,499,0
"1861",1861,-503500,2520500,207,0
"1862",1862,-308500,4130500,467,0
"1863",1863,1455500,2818500,338,0
"1864",1864,-2146500,3353500,3258,0
"1865",1865,84500,414500,41,0
"1866",1866,937500,1986500,250,0
"1867",1867,-1906500,3721500,1671,0
"1868",1868,738500,2569500,379,0
"1869",1869,-229500,1130500,249,0
"1870",1870,295500,3243500,26,0
"1871",1871,-928500,2001500,2461,0
"1872",1872,1514500,1720500,496,0
"1873",1873,1844500,3120500,65,0
"1874",1874,-459500,4515500,89,0
"1875",1875,504500,786500,299,0
"1876",1876,-1951500,3648500,2499,0
"1877",1877,-2123500,2780500,231,0
"1878",1878,-1460500,3255500,142,0
"1879",1879,-1760500,3456500,209,0
"1880",1880,-928500,283500,4138,0
"1881",1881,-2184500,2901500,615,0
"1882",1882,724500,2600500,308,0
"1883",1883,111500,1077500,105,0
"1884",1884,566500,3854500,361,0
"1885",1885,-612500,611500,3512,0
"1886",1886,483500,2030500,419,0
"1887",1887,-2102500,3223500,2210,0
"1888",1888,1452500,2193500,887,0
"1889",1889,-583500,2039500,152,0
"1890",1890,-164500,2895500,72,0
"1891",1891,-1942500,4342500,308,0
"1892",1892,1722500,1783500,579,0
"1893",1893,2006500,1449500,87,0
"1894",1894,2177500,2773500,397,0
"1895",1895,-491500,2202500,141,0
"1896",1896,373500,3261500,69,0
"1897",1897,1235500,1239500,858,0
"1898",1898,762500,389500,658,0
"1899",1899,-2262500,3425500,158,0
"1900",1900,1345500,2746500,200,0
"1901",1901,759500,3410500,5,0
"1902",1902,-152500,2431500,226,0
"1903",1903,1140500,2110500,358,0
"1904",1904,-1747500,3355500,199,0
"1905",1905,1522500,1171500,961,0
"1906",1906,-946500,1961500,5042,0
"1907",1907,459500,2669500,395,0
"1908",1908,-1427500,1849500,3435,0
"1909",1909,-832500,4316500,79,0
"1910",1910,-473500,1149500,2611,0
"1911",1911,841500,2741500,275,0
"1912",1912,1051500,2735500,254,0
"1913",1913,272500,2945500,174,0
"1914",1914,-907500,2278500,258,0
"1915",1915,1498500,3448500,45,0
"1916",1916,2455500,2711500,286,0
"1917",1917,1858500,2412500,414,0
"1918",1918,1631500,1324500,1081,0
"1919",1919,-229500,2633500,159,0
"1920",1920,949500,1274500,417,0
"1921",1921,-96500,1358500,226,0
"1922",1922,1161500,2909500,137,0
"1923",1923,594500,2340500,345,0
"1924",1924,48500,3152500,50,0
"1925",1925,-363500,1722500,266,0
"1926",1926,1009500,915500,547,0
"1927",1927,1058500,2208500,262,0
"1928",1928,-2007500,3488500,2083,0
"1929",1929,-1543500,3916500,221,0
"1930",1930,1318500,2491500,370,0
"1931",1931,25500,4331500,158,0
"1932",1932,-669500,661500,4335,0
"1933",1933,-171500,2413500,406,0
"1934",1934,-2155500,2958500,3570,0
"1935",1935,-40500,2082500,205,0
"1936",1936,1850500,1731500,723,0
"1937",1937,347500,732500,185,0
"1938",1938,-130500,2920500,62,0
"1939",1939,-1446500,4740500,15,0
"1940",1940,191500,2199500,386,0
"1941",1941,-971500,1918500,4258,0
"1942",1942,-2032500,3048500,322,0
"1943",1943,2263500,2149500,228,0
"1944",1944,-2001500,3646500,2559,0
"1945",1945,1887500,1697500,523,0
"1946",1946,-56500,754500,123,0
"1947",1947,-1138500,3934500,190,0
"1948",1948,-856500,1389500,3903,0
"1949",1949,-2116500,3630500,1040,0
"1950",1950,-367500,387500,124,0
"1951",1951,-348500,4364500,304,0
"1952",1952,1065500,1122500,504,0
"1953",1953,-163500,3534500,54,0
"1954",1954,-1377500,2765500,197,0
"1955",1955,-856500,3848500,117,0
"1956",1956,-98500,1172500,190,0
"1957",1957,-637500,4562500,115,0
"1958",1958,-1459500,1941500,2773,0
"1959",1959,1231500,2562500,243,0
"1960",1960,-2128500,3577500,2243,0
"1961",1961,-1488500,3971500,190,0
"1962",1962,-469500,1408500,1847,0
"1963",1963,1025500,1830500,764,0
"1964",1964,-1197500,3895500,214,0
"1965",1965,1125500,3301500,32,0
"1966",1966,1636500,2211500,778,0
"1967",1967,1402500,1203500,788,0
"1968",1968,1640500,1547500,1146,0
"1969",1969,-219500,2222500,171,0
"1970",1970,-594500,1278500,4779,0
"1971",1971,1058500,3550500,16,0
"1972",1972,-85500,4050500,102,0
"1973",1973,-1556500,2458500,1162,0
"1974",1974,277500,2488500,338,0
"1975",1975,-305500,1413500,654,0
"1976",1976,2286500,2475500,438,0
"1977",1977,390500,2772500,456,0
"1978",1978,835500,3411500,88,0
"1979",1979,-1616500,2974500,115,0
"1980",1980,-75500,4160500,795,0
"1981",1981,1722500,1912500,487,0
"1982",1982,1197500,1673500,717,0
"1983",1983,-177500,647500,166,0
"1984",1984,844500,2237500,366,0
"1985",1985,-2021500,2849500,996,0
"1986",1986,-649500,964500,3910,0
"1987",1987,1383500,2531500,327,0
"1988",1988,-1482500,3397500,160,0
"1989",1989,-189500,575500,159,0
"1990",1990,-146500,1376500,296,0
"1991",1991,1785500,3037500,114,0
"1992",1992,544500,3345500,2,0
"1993",1993,2090500,1528500,15,0
"1994",1994,1334500,1500500,1007,0
"1995",1995,1542500,1644500,483,0
"1996",1996,1957500,2127500,365,0
"1997",1997,1170500,1832500,1044,0
"1998",1998,1800500,1582500,1084,0
"1999",1999,-870500,1573500,3913,0
"2000",2000,2546500,2422500,353,0
"2001",2001,1845500,1791500,781,0
"2002",2002,2078500,2967500,273,0
"2003",2003,-547500,1908500,170,0
"2004",2004,-817500,3764500,110,0
"2005",2005,1601500,3388500,54,0
"2006",2006,2695500,2513500,44,0
"2007",2007,1135500,2613500,238,0
"2008",2008,-1346500,3811500,236,0
"2009",2009,65500,379500,37,0
"2010",2010,1816500,3109500,104,0
"2011",2011,-860500,2676500,188,0
"2012",2012,-1805500,3649500,226,0
"2013",2013,-341500,2821500,67,0
"2014",2014,-811500,1826500,1753,0
"2015",2015,-15500,3232500,51,0
"2016",2016,1013500,1826500,623,0
"2017",2017,-1349500,3181500,139,0
"2018",2018,359500,2948500,300,0
"2019",2019,1008500,1835500,503,0
"2020",2020,624500,1065500,248,0
"2021",2021,-1928500,3828500,1777,0
"2022",2022,-399500,3479500,62,0
"2023",2023,374500,3110500,93,0
"2024",2024,1684500,2571500,361,0
"2025",2025,-816500,4351500,51,0
"2026",2026,-311500,555500,169,0
"2027",2027,1100500,3600500,17,0
"2028",2028,68500,273500,49,0
"2029",2029,-1914500,4082500,611,0
"2030",2030,1557500,1823500,506,0
"2031",2031,-5500,3811500,255,0
"2032",2032,1518500,2162500,759,0
"2033",2033,-1129500,4086500,116,0
"2034",2034,-864500,1732500,4356,0
"2035",2035,1832500,1683500,663,0
"2036",2036,-387500,2821500,77,0
"2037",2037,636500,3992500,221,0
"2038",2038,431500,2846500,290,0
"2039",2039,-1741500,4267500,557,0
"2040",2040,141500,1291500,98,0
"2041",2041,1780500,1195500,397,0
"2042",2042,814500,2320500,312,0
"2043",2043,-1016500,390500,744,0
"2044",2044,-77500,1156500,176,0
"2045",2045,-759500,941500,3845,0
"2046",2046,1407500,2306500,571,0
"2047",2047,-283500,2401500,261,0
"2048",2048,-211500,1358500,376,0
"2049",2049,-639500,1509500,4714,0
"2050",2050,-647500,1442500,4669,0
"2051",2051,-234500,3270500,57,0
"2052",2052,-350500,2219500,197,0
"2053",2053,2485500,2918500,94,0
"2054",2054,32500,3527500,82,0
"2055",2055,-1507500,4064500,192,0
"2056",2056,348500,3617500,142,0
"2057",2057,-431500,3980500,524,0
"2058",2058,-626500,3669500,95,0
"2059",2059,357500,4086500,269,0
"2060",2060,270500,3937500,236,0
"2061",2061,316500,3186500,87,0
"2062",2062,-267500,4091500,520,0
"2063",2063,-677500,4141500,145,0
"2064",2064,105500,280500,44,0
"2065",2065,-640500,817500,3993,0
"2066",2066,878500,1805500,452,0
"2067",2067,-1696500,4009500,1171,0
"2068",2068,538500,3159500,239,0
"2069",2069,-285500,2094500,172,0
"2070",2070,-930500,3618500,111,0
"2071",2071,832500,3718500,433,0
"2072",2072,-361500,3498500,56,0
"2073",2073,561500,2950500,235,0
"2074",2074,-268500,3325500,57,0
"2075",2075,-748500,346500,1784,0
"2076",2076,-676500,1479500,3791,0
"2077",2077,-868500,3936500,117,0
"2078",2078,-41500,1586500,467,0
"2079",2079,-529500,4585500,290,0
"2080",2080,1567500,960500,0,0
"2081",2081,1271500,2838500,244,0
"2082",2082,166500,549500,48,0
"2083",2083,55500,1143500,120,0
"2084",2084,-824500,1697500,3975,0
"2085",2085,1122500,1005500,884,0
"2086",2086,2205500,2034500,22,0
"2087",2087,2080500,2759500,397,0
"2088",2088,-1212500,3661500,219,0
"2089",2089,1236500,1668500,955,0
"2090",2090,1602500,1714500,766,0
"2091",2091,2311500,2317500,387,0
"2092",2092,-998500,2001500,4469,0
"2093",2093,243500,611500,72,0
"2094",2094,-1932500,3885500,1046,0
"2095",2095,1236500,2386500,267,0
"2096",2096,-1061500,2198500,260,0
"2097",2097,-1768500,3607500,219,0
"2098",2098,-98500,2654500,141,0
"2099",2099,816500,2749500,293,0
"2100",2100,-818500,1308500,3748,0
"2101",2101,2355500,2360500,254,0
"2102",2102,961500,2912500,407,0
"2103",2103,-347500,825500,296,0
"2104",2104,325500,3455500,43,0
"2105",2105,1010500,3570500,17,0
"2106",2106,1688500,2864500,287,0
"2107",2107,1329500,1034500,1266,0
"2108",2108,-1323500,4151500,137,0
"2109",2109,-1566500,3508500,195,0
"2110",2110,2364500,2867500,132,0
"2111",2111,-1264500,2992500,148,0
"2112",2112,719500,2747500,300,0
"2113",2113,1127500,3098500,136,0
"2114",2114,1929500,3066500,124,0
"2115",2115,657500,3734500,373,0
"2116",2116,1615500,1688500,857,0
"2117",2117,-817500,4151500,1280,0
"2118",2118,1876500,2872500,362,0
"2119",2119,-1698500,3836500,410,0
"2120",2120,625500,2463500,388,0
"2121",2121,201500,2402500,275,0
"2122",2122,578500,2193500,383,0
"2123",2123,1938500,1819500,763,0
"2124",2124,348500,3090500,48,0
"2125",2125,-1885500,4124500,1420,0
"2126",2126,-1311500,1947500,4832,0
"2127",2127,810500,2871500,261,0
"2128",2128,1346500,3493500,22,0
"2129",2129,818500,1011500,508,0
"2130",2130,163500,1351500,93,0
"2131",2131,156500,3669500,182,0
"2132",2132,-1376500,4265500,181,0
"2133",2133,-1676500,3555500,197,0
"2134",2134,-756500,1397500,3911,0
"2135",2135,1953500,1510500,263,0
"2136",2136,1293500,3445500,2,0
"2137",2137,715500,1798500,690,0
"2138",2138,-1532500,3015500,107,0
"2139",2139,788500,2487500,292,0
"2140",2140,852500,3275500,196,0
"2141",2141,-1205500,3788500,199,0
"2142",2142,-1041500,3700500,149,0
"2143",2143,-465500,315500,271,0
"2144",2144,-399500,2707500,63,0
"2145",2145,1066500,2500500,184,0
"2146",2146,1869500,1351500,227,0
"2147",2147,1626500,2750500,318,0
"2148",2148,-868500,571500,3943,0
"2149",2149,-540500,3395500,64,0
"2150",2150,397500,2141500,377,0
"2151",2151,-954500,1340500,1049,0
"2152",2152,-1223500,3373500,111,0
"2153",2153,-1042500,2591500,228,0
"2154",2154,-308500,891500,228,0
"2155",2155,-275500,658500,209,0
"2156",2156,1051500,3232500,147,0
"2157",2157,-985500,4576500,77,0
"2158",2158,1108500,2502500,194,0
"2159",2159,-535500,2500500,164,0
"2160",2160,621500,4242500,16,0
"2161",2161,-915500,3549500,109,0
"2162",2162,538500,1452500,657,0
"2163",2163,-1099500,4421500,77,0
"2164",2164,-1379500,2885500,194,0
"2165",2165,-1483500,2679500,227,0
"2166",2166,780500,3154500,197,0
"2167",2167,1221500,1782500,843,0
"2168",2168,-839500,4249500,236,0
"2169",2169,781500,952500,429,0
"2170",2170,852500,2736500,376,0
"2171",2171,355500,4224500,8,0
"2172",2172,-747500,3440500,44,0
"2173",2173,-1299500,4386500,143,0
"2174",2174,500500,2646500,505,0
"2175",2175,1932500,2469500,385,0
"2176",2176,1155500,2448500,284,0
"2177",2177,-222500,3311500,54,0
"2178",2178,-641500,3216500,89,0
"2179",2179,1104500,3254500,62,0
"2180",2180,1196500,1658500,730,0
"2181",2181,554500,2421500,361,0
"2182",2182,1443500,3398500,61,0
"2183",2183,766500,2727500,278,0
"2184",2184,-115500,1979500,177,0
"2185",2185,-504500,293500,318,0
"2186",2186,-797500,2052500,219,0
"2187",2187,-644500,1342500,3770,0
"2188",2188,56500,3334500,39,0
"2189",2189,-462500,1717500,250,0
"2190",2190,1245500,2836500,163,0
"2191",2191,1246500,1762500,862,0
"2192",2192,509500,4093500,171,0
"2193",2193,1925500,2883500,193,0
"2194",2194,-1282500,2703500,267,0
"2195",2195,1290500,1105500,742,0
"2196",2196,-1141500,3317500,81,0
"2197",2197,546500,4020500,192,0
"2198",2198,2699500,2749500,135,0
"2199",2199,-646500,3582500,46,0
"2200",2200,372500,3736500,234,0
"2201",2201,-1181500,3601500,146,0
"2202",2202,-563500,1753500,256,0
"2203",2203,-1361500,3304500,131,0
"2204",2204,142500,3807500,266,0
"2205",2205,1385500,3192500,152,0
"2206",2206,1193500,3313500,31,0
"2207",2207,-1148500,2974500,151,0
"2208",2208,598500,1118500,369,0
"2209",2209,-1512500,4007500,202,0
"2210",2210,-775500,1345500,3660,0
"2211",2211,1854500,2125500,596,0
"2212",2212,-326500,3393500,57,0
"2213",2213,-1504500,4494500,58,0
"2214",2214,-599500,2552500,135,0
"2215",2215,-1580500,2334500,1408,0
"2216",2216,608500,1351500,483,0
"2217",2217,712500,1648500,821,0
"2218",2218,-752500,3391500,59,0
"2219",2219,757500,1739500,558,0
"2220",2220,1551500,1619500,523,0
"2221",2221,-1885500,4182500,1235,0
"2222",2222,-770500,3663500,100,0
"2223",2223,1066500,523500,113,0
"2224",2224,-566500,2120500,142,0
"2225",2225,709500,2253500,325,0
"2226",2226,1785500,1092500,170,0
"2227",2227,517500,1336500,447,0
"2228",2228,-122500,2581500,183,0
"2229",2229,621500,234500,54,0
"2230",2230,606500,2369500,330,0
"2231",2231,1172500,1576500,696,0
"2232",2232,2149500,2635500,449,0
"2233",2233,722500,1619500,785,0
"2234",2234,1341500,2374500,393,0
"2235",2235,-995500,2918500,139,0
"2236",2236,606500,3408500,4,0
"2237",2237,-58500,3858500,316,0
"2238",2238,271500,2550500,305,0
"2239",2239,-1711500,2584500,1607,0
"2240",2240,558500,1802500,302,0
"2241",2241,1038500,1872500,667,0
"2242",2242,-135500,2375500,200,0
"2243",2243,598500,1832500,424,0
"2244",2244,-1060500,3481500,115,0
"2245",2245,-803500,3050500,84,0
"2246",2246,-1656500,2944500,119,0
"2247",2247,-1960500,2992500,1051,0
"2248",2248,-474500,2396500,175,0
"2249",2249,712500,1272500,437,0
"2250",2250,-518500,3641500,56,0
"2251",2251,1051500,1420500,535,0
"2252",2252,2016500,3203500,55,0
"2253",2253,-83500,4223500,521,0
"2254",2254,-420500,2169500,140,0
"2255",2255,-164500,3952500,119,0
"2256",2256,-650500,1614500,3909,0
"2257",2257,-903500,2745500,173,0
"2258",2258,-34500,1517500,297,0
"2259",2259,1820500,1586500,702,0
"2260",2260,1295500,3123500,128,0
"2261",2261,-343500,4651500,17,0
"2262",2262,1362500,2598500,309,0
"2263",2263,-316500,3061500,70,0
"2264",2264,-2090500,2677500,145,0
"2265",2265,-1715500,2214500,4092,0
"2266",2266,-906500,822500,2046,0
"2267",2267,-551500,723500,2712,0
"2268",2268,1690500,3011500,138,0
"2269",2269,690500,3368500,89,0
"2270",2270,1165500,1480500,873,0
"2271",2271,-888500,4535500,78,0
"2272",2272,2601500,2834500,154,0
"2273",2273,176500,1364500,91,0
"2274",2274,1987500,2415500,504,0
"2275",2275,826500,2297500,360,0
"2276",2276,-1163500,4718500,745,0
"2277",2277,982500,1063500,537,0
"2278",2278,-588500,3857500,162,0
"2279",2279,514500,4088500,145,0
"2280",2280,1353500,1858500,856,0
"2281",2281,-1673500,4609500,77,0
"2282",2282,-1597500,2130500,4378,0
"2283",2283,1512500,3365500,73,0
"2284",2284,175500,4306500,62,0
"2285",2285,-1864500,3753500,1246,0
"2286",2286,129500,2472500,316,0
"2287",2287,-2097500,3803500,26,0
"2288",2288,-1481500,3134500,100,0
"2289",2289,-1157500,2298500,442,0
"2290",2290,-786500,1171500,4584,0
"2291",2291,98500,612500,69,0
"2292",2292,-2097500,4423500,558,0
"2293",2293,-1448500,4379500,599,0
"2294",2294,1957500,1272500,27,0
"2295",2295,1667500,2199500,846,0
"2296",2296,-670500,2983500,116,0
"2297",2297,335500,2601500,362,0
"2298",2298,-700500,1279500,3686,0
"2299",2299,2131500,2202500,315,0
"2300",2300,267500,227500,63,0
"2301",2301,-2035500,4077500,113,0
"2302",2302,-1920500,2827500,2314,0
"2303",2303,1382500,1454500,1032,0
"2304",2304,1390500,960500,785,0
"2305",2305,1120500,1090500,592,0
"2306",2306,1689500,2497500,607,0
"2307",2307,517500,1857500,305,0
"2308",2308,-329500,401500,117,0
"2309",2309,-1353500,3365500,112,0
"2310",2310,-809500,1165500,5238,0
"2311",2311,1031500,2275500,196,0
"2312",2312,100500,3625500,106,0
"2313",2313,-1835500,2804500,383,0
"2314",2314,-1469500,4771500,9,0
"2315",2315,-561500,1732500,465,0
"2316",2316,-1582500,4612500,1552,0
"2317",2317,-349500,692500,254,0
"2318",2318,-1541500,2746500,236,0
"2319",2319,-111500,4283500,925,0
"2320",2320,-1509500,3158500,120,0
"2321",2321,-257500,4581500,4,0
"2322",2322,1388500,2406500,459,0
"2323",2323,-735500,1330500,3659,0
"2324",2324,-1303500,2748500,202,0
"2325",2325,1843500,2592500,525,0
"2326",2326,-1050500,3227500,69,0
"2327",2327,-102500,548500,94,0
"2328",2328,637500,1332500,491,0
"2329",2329,-780500,810500,4631,0
"2330",2330,-355500,4660500,29,0
"2331",2331,-1624500,4147500,2546,0
"2332",2332,453500,2987500,209,0
"2333",2333,1240500,1149500,711,0
"2334",2334,-353500,2020500,184,0
"2335",2335,-861500,2927500,133,0
"2336",2336,-1613500,3103500,116,0
"2337",2337,-1292500,2112500,4741,0
"2338",2338,1795500,1112500,174,0
"2339",2339,-658500,1654500,3821,0
"2340",2340,-1677500,4625500,236,0
"2341",2341,33500,1653500,321,0
"2342",2342,826500,254500,252,0
"2343",2343,1399500,2095500,483,0
"2344",2344,397500,1724500,122,0
"2345",2345,-1202500,2188500,1265,0
"2346",2346,-989500,4273500,73,0
"2347",2347,-74500,751500,127,0
"2348",2348,1222500,2942500,157,0
"2349",2349,-430500,2299500,182,0
"2350",2350,269500,1787500,105,0
"2351",2351,1204500,1156500,598,0
"2352",2352,1323500,1821500,874,0
"2353",2353,-906500,1262500,1952,0
"2354",2354,1324500,2320500,503,0
"2355",2355,-29500,2659500,124,0
"2356",2356,-1329500,3936500,189,0
"2357",2357,1121500,1847500,866,0
"2358",2358,268500,2892500,152,0
"2359",2359,-1452500,3860500,219,0
"2360",2360,-334500,2981500,72,0
"2361",2361,-1959500,4006500,100,0
"2362",2362,-728500,3168500,69,0
"2363",2363,1427500,1862500,701,0
"2364",2364,51500,3576500,188,0
"2365",2365,-352500,3319500,55,0
"2366",2366,-1334500,3735500,226,0
"2367",2367,669500,3372500,57,0
"2368",2368,411500,1476500,123,0
"2369",2369,165500,3832500,274,0
"2370",2370,1432500,1426500,811,0
"2371",2371,704500,1153500,340,0
"2372",2372,-458500,3467500,61,0
"2373",2373,1139500,2973500,195,0
"2374",2374,-80500,4280500,840,0
"2375",2375,483500,1080500,456,0
"2376",2376,-676500,3905500,134,0
"2377",2377,521500,2917500,249,0
"2378",2378,-220500,4098500,655,0
"2379",2379,-1358500,3015500,159,0
"2380",2380,-1288500,2628500,294,0
"2381",2381,-700500,2772500,131,0
"2382",2382,-17500,3610500,110,0
"2383",2383,-78500,3143500,51,0
"2384",2384,474500,2317500,362,0
"2385",2385,-233500,639500,186,0
"2386",2386,219500,233500,72,0
"2387",2387,-796500,2705500,115,0
"2388",2388,2450500,2309500,110,0
"2389",2389,36500,2906500,125,0
"2390",2390,28500,1556500,252,0
"2391",2391,2226500,2887500,314,0
"2392",2392,829500,1694500,769,0
"2393",2393,1732500,2170500,451,0
"2394",2394,2082500,1770500,121,0
"2395",2395,765500,3684500,231,0
"2396",2396,2493500,2691500,381,0
"2397",2397,-1710500,3098500,131,0
"2398",2398,1021500,2348500,190,0
"2399",2399,-637500,2529500,151,0
"2400",2400,-1398500,4424500,1291,0
"2401",2401,-1136500,2677500,209,0
"2402",2402,-1895500,3440500,265,0
"2403",2403,914500,1275500,359,0
"2404",2404,-716500,1367500,3657,0
"2405",2405,-795500,3103500,99,0
"2406",2406,-1364500,3757500,242,0
"2407",2407,-247500,4232500,1158,0
"2408",2408,-601500,1133500,4051,0
"2409",2409,704500,1142500,402,0
"2410",2410,-1090500,3265500,139,0
"2411",2411,-749500,1561500,3712,0
"2412",2412,794500,2817500,231,0
"2413",2413,-552500,3775500,517,0
"2414",2414,1856500,1243500,858,0
"2415",2415,-403500,2351500,219,0
"2416",2416,858500,1057500,330,0
"2417",2417,-323500,1699500,311,0
"2418",2418,2041500,2839500,318,0
"2419",2419,1609500,1121500,879,0
"2420",2420,-305500,2379500,217,0
"2421",2421,571500,2597500,528,0
"2422",2422,1194500,2886500,176,0
"2423",2423,1992500,3137500,69,0
"2424",2424,-96500,3176500,47,0
"2425",2425,2663500,2774500,137,0
"2426",2426,-1184500,2254500,370,0
"2427",2427,700500,3713500,287,0
"2428",2428,302500,838500,72,0
"2429",2429,-1543500,4448500,706,0
"2430",2430,2026500,2110500,364,0
"2431",2431,1313500,1847500,994,0
"2432",2432,1579500,1952500,648,0
"2433",2433,-1259500,2519500,293,0
"2434",2434,1242500,2902500,173,0
"2435",2435,778500,1359500,368,0
"2436",2436,-865500,3422500,106,0
"2437",2437,1049500,773500,1085,0
"2438",2438,-7500,2183500,420,0
"2439",2439,-195500,1582500,304,0
"2440",2440,-276500,466500,130,0
"2441",2441,-236500,3542500,51,0
"2442",2442,745500,3727500,427,0
"2443",2443,478500,573500,285,0
"2444",2444,1367500,2581500,300,0
"2445",2445,481500,2320500,379,0
"2446",2446,-1749500,3404500,200,0
"2447",2447,1487500,2230500,779,0
"2448",2448,-128500,2507500,219,0
"2449",2449,-234500,663500,189,0
"2450",2450,-220500,4102500,480,0
"2451",2451,278500,1546500,97,0
"2452",2452,136500,3025500,117,0
"2453",2453,-933500,821500,1875,0
"2454",2454,-428500,3901500,629,0
