"","x","y","elevation","Presence"
"1695",2345500,2646500,464,0
"1696",-1171500,3760500,208,0
"1697",-1035500,2320500,339,0
"1698",499500,2888500,209,0
"1699",900500,2399500,193,0
"1700",-353500,4114500,420,0
"1701",1590500,1624500,644,0
"1702",1577500,1142500,1128,0
"1703",-431500,4028500,445,0
"1704",-1674500,4009500,3843,0
"1705",1357500,2757500,237,0
"1706",-93500,4009500,107,0
"1707",1232500,2297500,288,0
"1708",-711500,834500,3629,0
"1709",1521500,1396500,718,0
"1710",-1631500,4665500,582,0
"1711",868500,327500,859,0
"1712",1120500,3180500,112,0
"1713",-995500,1418500,1018,0
"1714",1345500,2338500,474,0
"1715",1088500,1126500,436,0
"1716",-1204500,2367500,436,0
"1717",241500,4093500,96,0
"1718",-755500,3736500,117,0
"1719",341500,3211500,90,0
"1720",1641500,1268500,786,0
"1721",1714500,2436500,443,0
"1722",-1019500,687500,45,0
"1723",-532500,1967500,159,0
"1724",-124500,4599500,22,0
"1725",2388500,2762500,321,0
"1726",-897500,2091500,598,0
"1727",692500,3010500,260,0
"1728",1856500,1065500,4,0
"1729",646500,1733500,698,0
"1730",702500,2879500,244,0
"1731",168500,1610500,343,0
"1732",-534500,1987500,151,0
"1733",1625500,2959500,108,0
"1734",285500,423500,68,0
"1735",-333500,1164500,435,0
"1736",-1720500,4178500,178,0
"1737",1498500,2424500,728,0
"1738",1259500,3564500,5,0
"1739",684500,480500,635,0
"1740",973500,1160500,474,0
"1741",1463500,2763500,383,0
"1742",419500,297500,130,0
"1743",930500,3591500,45,0
"1744",402500,1939500,219,0
"1745",839500,1784500,373,0
"1746",-663500,775500,3986,0
"1747",962500,3671500,74,0
"1748",378500,3840500,269,0
"1749",-534500,4269500,295,0
"1750",1682500,1570500,936,0
"1751",302500,579500,162,0
"1752",828500,1517500,566,0
"1753",155500,1168500,96,0
"1754",-747500,3015500,112,0
"1755",1326500,1366500,1159,0
"1756",-1243500,1845500,3474,0
"1757",-1895500,2660500,3164,0
"1758",786500,2455500,319,0
"1759",-1875500,4018500,1016,0
"1760",2235500,2279500,205,0
"1761",2050500,1550500,91,0
"1762",328500,2636500,290,0
"1763",-314500,2520500,165,0
"1764",-1100500,2842500,170,0
"1765",-1063500,2360500,343,0
"1766",-575500,1261500,3475,0
"1767",-1603500,4428500,1739,0
"1768",860500,3836500,201,0
"1769",-2297500,3344500,145,0
"1770",-1545500,2393500,1073,0
"1771",-1507500,3851500,207,0
"1772",414500,2152500,427,0
"1773",-736500,4233500,1198,0
"1774",1736500,1582500,723,0
"1775",-2003500,3250500,788,0
"1776",1400500,2184500,382,0
"1777",1335500,3257500,44,0
"1778",-476500,782500,865,0
"1779",1956500,1813500,591,0
"1780",819500,296500,674,0
"1781",1368500,2404500,368,0
"1782",175500,249500,86,0
"1783",266500,829500,62,0
"1784",-264500,3525500,19,0
"1785",-653500,929500,3910,0
"1786",460500,3178500,38,0
"1787",1717500,2187500,514,0
"1788",564500,4176500,67,0
"1789",225500,1843500,122,0
"1790",560500,2611500,521,0
"1791",826500,2768500,273,0
"1792",817500,1644500,663,0
"1793",-1381500,4833500,14,0
"1794",651500,503500,380,0
"1795",1637500,1690500,841,0
"1796",474500,386500,170,0
"1797",1333500,2460500,361,0
"1798",651500,3367500,126,0
"1799",-1937500,2732500,2118,0
"1800",-1894500,3657500,298,0
"1801",516500,1728500,182,0
"1802",1239500,1444500,907,0
"1803",1062500,1463500,699,0
"1804",-1438500,2565500,265,0
"1805",-979500,672500,768,0
"1806",992500,833500,967,0
"1807",-1442500,4055500,177,0
"1808",214500,1256500,85,0
"1809",-529500,1051500,3975,0
"1810",2139500,2847500,471,0
"1811",452500,2536500,281,0
"1812",-577500,502500,2248,0
"1813",512500,492500,199,0
"1814",1004500,2038500,261,0
"1815",1697500,1787500,552,0
"1816",-1542500,3435500,154,0
"1817",2097500,3012500,429,0
"1818",26500,1008500,127,0
"1819",40500,3945500,139,0
"1820",795500,1103500,374,0
"1821",-1397500,2086500,2621,0
"1822",-1971500,2780500,2324,0
"1823",765500,486500,587,0
"1824",127500,1063500,102,0
"1825",-1652500,3109500,127,0
"1826",1360500,2363500,469,0
"1827",-818500,4040500,99,0
"1828",-1339500,3761500,241,0
"1829",-1028500,2163500,322,0
"1830",442500,780500,258,0
"1831",555500,2544500,319,0
"1832",96500,2354500,330,0
"1833",222500,3136500,84,0
"1834",91500,2020500,711,0
"1835",1573500,1084500,1138,0
"1836",-923500,1986500,2504,0
"1837",1054500,3889500,17,0
"1838",-190500,4506500,308,0
"1839",2601500,2472500,381,0
"1840",-470500,2170500,136,0
"1841",261500,2748500,176,0
"1842",1059500,1503500,642,0
"1843",-193500,4646500,8,0
"1844",-427500,1622500,1557,0
"1845",57500,4330500,161,0
"1846",-2114500,2928500,1476,0
"1847",-368500,4301500,381,0
"1848",-342500,3252500,30,0
"1849",-1047500,3165500,63,0
"1850",-1784500,4514500,16,0
"1851",324500,4013500,189,0
"1852",2315500,2695500,609,0
"1853",723500,3006500,212,0
"1854",-1737500,4313500,561,0
"1855",1264500,1207500,917,0
"1856",-726500,2014500,189,0
"1857",-578500,1069500,3628,0
"1858",-217500,2227500,169,0
"1859",-589500,2573500,113,0
"1860",-1416500,4316500,329,0
"1861",-1009500,3719500,133,0
"1862",1241500,1324500,966,0
"1863",1657500,1956500,477,0
"1864",-88500,4211500,786,0
"1865",1700500,1617500,638,0
"1866",1332500,1776500,574,0
"1867",-835500,3115500,119,0
"1868",1107500,1035500,746,0
"1869",-1748500,3019500,134,0
"1870",662500,2668500,342,0
"1871",2233500,2908500,523,0
"1872",1288500,2705500,211,0
"1873",-1403500,3514500,179,0
"1874",813500,2270500,304,0
"1875",-278500,896500,213,0
"1876",-437500,1869500,179,0
"1877",1507500,2316500,784,0
"1878",-1217500,4766500,88,0
"1879",-1025500,253500,1048,0
"1880",-2018500,2722500,2521,0
"1881",1261500,1753500,886,0
"1882",1607500,1369500,742,0
"1883",200500,2016500,427,0
"1884",-1382500,4376500,179,0
"1885",-726500,4021500,206,0
"1886",27500,4304500,113,0
"1887",-910500,1103500,1567,0
"1888",2128500,2652500,496,0
"1889",-2335500,2937500,0,0
"1890",982500,3581500,9,0
"1891",-213500,3170500,14,0
"1892",-1072500,3199500,116,0
"1893",-1622500,2674500,194,0
"1894",752500,1374500,416,0
"1895",-1389500,4841500,66,0
"1896",731500,1083500,349,0
"1897",777500,3703500,313,0
"1898",-184500,1449500,350,0
"1899",31500,2551500,160,0
"1900",-1021500,2191500,252,0
"1901",-1946500,4270500,1387,0
"1902",-394500,4118500,667,0
"1903",262500,2744500,175,0
"1904",1188500,2823500,158,0
"1905",-557500,1391500,3363,0
"1906",235500,1294500,98,0
"1907",936500,1516500,449,0
"1908",418500,714500,233,0
"1909",-1411500,3911500,196,0
"1910",-134500,2405500,217,0
"1911",-1705500,4251500,117,0
"1912",-1940500,4395500,184,0
"1913",1130500,3280500,52,0
"1914",586500,973500,231,0
"1915",-1161500,2111500,4434,0
"1916",1587500,2729500,375,0
"1917",658500,344500,479,0
"1918",1603500,3088500,147,0
"1919",-570500,4416500,94,0
"1920",-1237500,3605500,239,0
"1921",-323500,3903500,309,0
"1922",-632500,1399500,4029,0
"1923",-1670500,2737500,157,0
"1924",-714500,855500,3473,0
"1925",1171500,2835500,156,0
"1926",-2015500,3984500,65,0
"1927",-319500,3691500,45,0
"1928",-1422500,2289500,1974,0
"1929",697500,2457500,343,0
"1930",628500,1611500,387,0
"1931",-1373500,3067500,100,0
"1932",693500,1488500,573,0
"1933",701500,2752500,320,0
"1934",-506500,671500,863,0
"1935",-623500,1700500,4233,0
"1936",-219500,2183500,152,0
"1937",1023500,426500,678,0
"1938",1625500,2137500,789,0
"1939",219500,2488500,416,0
"1940",-409500,2381500,247,0
"1941",-1213500,3403500,144,0
"1942",1352500,2377500,387,0
"1943",-886500,2334500,194,0
"1944",-589500,1036500,3623,0
"1945",1094500,1486500,664,0
"1946",-324500,637500,210,0
"1947",-968500,4363500,63,0
"1948",534500,3666500,362,0
"1949",1168500,2011500,540,0
"1950",-1635500,4285500,145,0
"1951",522500,2773500,289,0
"1952",-540500,1999500,152,0
"1953",1008500,3565500,1,0
"1954",-1975500,2737500,3181,0
"1955",-154500,4321500,187,0
"1956",-501500,691500,1212,0
"1957",-968500,3519500,125,0
"1958",1704500,2549500,433,0
"1959",-448500,980500,855,0
"1960",-865500,1736500,4261,0
"1961",678500,1344500,406,0
"1962",-1096500,4607500,134,0
"1963",2029500,1738500,208,0
"1964",381500,4100500,167,0
"1965",-288500,1182500,302,0
"1966",-1632500,2801500,217,0
"1967",-703500,2590500,155,0
"1968",137500,372500,61,0
"1969",-1643500,3503500,187,0
"1970",-869500,1290500,4243,0
"1971",-1920500,3610500,300,0
"1972",369500,738500,204,0
"1973",-595500,3374500,52,0
"1974",338500,2258500,310,0
"1975",751500,1587500,659,0
"1976",-1865500,3491500,248,0
"1977",194500,3191500,36,0
"1978",-439500,1713500,248,0
"1979",-488500,3036500,83,0
"1980",964500,2622500,264,0
"1981",169500,4069500,109,0
"1982",1506500,2285500,793,0
"1983",1223500,3398500,15,0
"1984",-1427500,2686500,229,0
"1985",-938500,1882500,4119,0
"1986",1348500,2091500,410,0
"1987",-219500,2335500,385,0
"1988",-1604500,2191500,3930,0
"1989",901500,1801500,610,0
"1990",170500,1215500,94,0
"1991",-43500,556500,87,0
"1992",434500,3549500,122,0
"1993",-468500,382500,326,0
"1994",236500,451500,67,0
"1995",-450500,826500,1714,0
"1996",225500,2084500,560,0
"1997",508500,4018500,206,0
"1998",-785500,1486500,3674,0
"1999",1383500,3315500,31,0
"2000",-1496500,3759500,269,0
"2001",-752500,845500,4132,0
"2002",-318500,4157500,626,0
"2003",-858500,849500,2956,0
"2004",-432500,448500,371,0
"2005",-2278500,2972500,73,0
"2006",2417500,2247500,13,0
"2007",322500,1858500,275,0
"2008",955500,3667500,93,0
"2009",-722500,2091500,169,0
"2010",-159500,3165500,49,0
"2011",-72500,2724500,159,0
"2012",1165500,3579500,5,0
"2013",-731500,1365500,3659,0
"2014",-68500,3025500,59,0
"2015",785500,2770500,239,0
"2016",-193500,1195500,244,0
"2017",-87500,1225500,179,0
"2018",-544500,2083500,146,0
"2019",-111500,2683500,141,0
"2020",1045500,2428500,180,0
"2021",-948500,1372500,1424,0
"2022",-1100500,4515500,87,0
"2023",-946500,1467500,3437,0
"2024",769500,2049500,334,0
"2025",-30500,2838500,185,0
"2026",-773500,2472500,173,0
"2027",-780500,2424500,214,0
"2028",-73500,4519500,19,0
"2029",-807500,1562500,3830,0
"2030",-170500,3164500,53,0
"2031",-1096500,3043500,165,0
"2032",1739500,950500,0,0
"2033",2608500,2552500,403,0
"2034",-103500,1029500,170,0
"2035",-274500,2207500,147,0
"2036",-1347500,2507500,301,0
"2037",-27500,3015500,32,0
"2038",-1304500,2999500,185,0
"2039",-467500,1117500,2004,0
"2040",-1790500,4409500,55,0
"2041",625500,1980500,630,0
"2042",1179500,1192500,603,0
"2043",-518500,2041500,152,0
"2044",-1337500,3666500,203,0
"2045",305500,1528500,99,0
"2046",-916500,3551500,94,0
"2047",1285500,3509500,12,0
"2048",-809500,3665500,120,0
"2049",-2068500,2814500,1699,0
"2050",-1393500,4076500,149,0
"2051",-1807500,3063500,145,0
"2052",-1815500,3336500,194,0
"2053",1936500,3040500,121,0
"2054",-944500,3612500,107,0
"2055",-1428500,3983500,194,0
"2056",-243500,3406500,55,0
"2057",94500,1780500,126,0
"2058",-1904500,2725500,3715,0
"2059",2500,1434500,163,0
"2060",170500,1046500,90,0
"2061",-1558500,3359500,187,0
"2062",-1095500,2277500,348,0
"2063",-1493500,4246500,2081,0
"2064",-70500,3870500,108,0
"2065",-391500,4358500,273,0
"2066",-875500,223500,4117,0
"2067",-1404500,4336500,185,0
"2068",2116500,2913500,363,0
"2069",-646500,2298500,180,0
"2070",-513500,1076500,4212,0
"2071",872500,1482500,458,0
"2072",1682500,3098500,20,0
"2073",-946500,3806500,132,0
"2074",643500,3529500,270,0
"2075",-1321500,2445500,464,0
"2076",-1374500,3570500,188,0
"2077",-876500,1895500,3030,0
"2078",-329500,3756500,83,0
"2079",-427500,4273500,1014,0
"2080",1938500,2096500,1040,0
"2081",-757500,2016500,229,0
"2082",-994500,1762500,3988,0
"2083",1077500,606500,5,0
"2084",140500,404500,77,0
"2085",1184500,2405500,263,0
"2086",260500,2600500,279,0
"2087",1055500,988500,614,0
"2088",-631500,924500,4184,0
"2089",-2116500,2915500,2793,0
"2090",1009500,704500,906,0
"2091",1186500,2222500,298,0
"2092",721500,949500,466,0
"2093",442500,4088500,387,0
"2094",1406500,885500,194,0
"2095",293500,906500,93,0
"2096",760500,2183500,308,0
"2097",-1417500,2255500,2465,0
"2098",1053500,2512500,178,0
"2099",-8500,3001500,56,0
"2100",264500,2783500,118,0
"2101",337500,1561500,111,0
"2102",-767500,325500,1284,0
"2103",-964500,2335500,278,0
"2104",374500,2759500,419,0
"2105",1995500,1680500,313,0
"2106",398500,1527500,132,0
"2107",-446500,479500,390,0
"2108",805500,484500,697,0
"2109",-628500,1120500,3672,0
"2110",595500,258500,156,0
"2111",2554500,2383500,148,0
"2112",-92500,1937500,191,0
"2113",-222500,2676500,92,0
"2114",-910500,2677500,171,0
"2115",1128500,1698500,792,0
"2116",-308500,3063500,63,0
"2117",-1840500,4140500,764,0
"2118",1486500,3328500,81,0
"2119",314500,1626500,107,0
"2120",-1287500,2288500,436,0
"2121",1554500,2373500,594,0
"2122",382500,2028500,447,0
"2123",-1418500,2538500,338,0
"2124",-1658500,4132500,2589,0
"2125",-743500,797500,3472,0
"2126",2059500,2806500,438,0
"2127",680500,1118500,285,0
"2128",1683500,997500,90,0
"2129",1413500,1101500,964,0
"2130",1929500,1529500,240,0
"2131",297500,815500,68,0
"2132",-1070500,3240500,107,0
"2133",-1507500,3450500,188,0
"2134",1765500,3044500,94,0
"2135",-1599500,3211500,174,0
"2136",532500,2518500,268,0
"2137",-251500,4053500,296,0
"2138",832500,1661500,762,0
"2139",-1020500,2763500,185,0
"2140",-370500,2102500,166,0
"2141",-401500,2006500,168,0
"2142",643500,3538500,291,0
"2143",-685500,400500,1163,0
"2144",2361500,2494500,455,0
"2145",479500,1733500,154,0
"2146",1081500,2652500,176,0
"2147",-1049500,4386500,75,0
"2148",2076500,2416500,578,0
"2149",1109500,3780500,8,0
"2150",-123500,3068500,55,0
"2151",-1767500,2240500,2290,0
"2152",258500,3496500,113,0
"2153",1135500,1555500,574,0
"2154",1050500,2613500,214,0
"2155",2280500,2621500,521,0
"2156",-1933500,4381500,340,0
"2157",-758500,2761500,122,0
"2158",-301500,3417500,59,0
"2159",1016500,925500,526,0
"2160",-92500,2267500,290,0
"2161",940500,3229500,116,0
"2162",964500,2309500,197,0
"2163",618500,3789500,367,0
"2164",2041500,1632500,203,0
"2165",967500,1865500,354,0
"2166",1270500,1878500,1044,0
"2167",-1759500,2380500,3879,0
"2168",-1181500,2965500,179,0
"2169",-1099500,3544500,123,0
"2170",756500,2792500,481,0
"2171",998500,1187500,409,0
"2172",690500,2495500,334,0
"2173",342500,3003500,138,0
"2174",-1617500,3088500,101,0
"2175",1610500,2780500,273,0
"2176",1304500,2651500,259,0
"2177",581500,646500,602,0
"2178",1864500,1767500,847,0
"2179",95500,308500,46,0
"2180",-1550500,3128500,138,0
"2181",1463500,2259500,837,0
"2182",1030500,2616500,234,0
"2183",-1585500,2007500,3118,0
"2184",-1324500,3769500,238,0
"2185",-803500,1574500,3814,0
"2186",-1508500,4652500,102,0
"2187",-1312500,4111500,148,0
"2188",1426500,1373500,672,0
"2189",551500,3693500,505,0
"2190",-1490500,3030500,164,0
"2191",-650500,3418500,48,0
"2192",-851500,3960500,113,0
"2193",-664500,1954500,203,0
"2194",-652500,1603500,3936,0
"2195",-1181500,3939500,172,0
"2196",335500,1580500,113,0
"2197",649500,2242500,314,0
"2198",-2054500,4137500,0,0
"2199",1228500,1662500,958,0
"2200",-1763500,4227500,992,0
"2201",-192500,2451500,150,0
"2202",617500,2309500,351,0
"2203",-1602500,3477500,171,0
"2204",1704500,1924500,487,0
"2205",229500,1291500,89,0
"2206",-811500,873500,3371,0
"2207",2219500,2464500,471,0
"2208",114500,2745500,173,0
"2209",669500,2096500,375,0
"2210",-571500,766500,3439,0
"2211",-137500,2420500,193,0
"2212",1079500,2354500,192,0
"2213",-1133500,1758500,4723,0
"2214",1675500,1140500,783,0
"2215",-1539500,2862500,188,0
"2216",228500,4149500,87,0
"2217",371500,464500,142,0
"2218",-247500,1147500,267,0
"2219",-1394500,3551500,170,0
"2220",1877500,2014500,823,0
"2221",558500,2249500,327,0
"2222",-1793500,3328500,215,0
"2223",437500,2698500,481,0
"2224",-567500,2676500,110,0
"2225",1206500,3347500,20,0
"2226",-552500,3111500,90,0
"2227",1234500,2018500,622,0
"2228",1334500,2769500,187,0
"2229",-184500,2827500,109,0
"2230",-1048500,1575500,156,0
"2231",238500,3059500,158,0
"2232",-239500,746500,208,0
"2233",484500,2157500,415,0
"2234",-607500,3328500,78,0
"2235",345500,965500,232,0
"2236",945500,3171500,147,0
"2237",413500,3483500,48,0
"2238",1390500,1436500,944,0
"2239",-1171500,2321500,451,0
"2240",-101500,358500,65,0
"2241",545500,3124500,215,0
"2242",-965500,1179500,1373,0
"2243",-808500,2361500,212,0
"2244",-288500,1828500,388,0
"2245",2186500,3025500,226,0
"2246",-214500,4522500,437,0
"2247",-1832500,3254500,254,0
"2248",150500,3529500,67,0
"2249",1319500,925500,806,0
"2250",2182500,2832500,429,0
"2251",870500,367500,993,0
"2252",-768500,2928500,127,0
"2253",-153500,712500,159,0
"2254",2102500,1813500,444,0
"2255",1611500,3079500,233,0
"2256",1502500,3152500,160,0
"2257",870500,2499500,284,0
"2258",1300500,1273500,808,0
"2259",-628500,2980500,104,0
"2260",-1903500,3516500,272,0
"2261",-222500,1178500,266,0
"2262",-1652500,2596500,252,0
"2263",478500,373500,202,0
"2264",-2164500,2778500,35,0
"2265",-1783500,4439500,24,0
"2266",-870500,1896500,2532,0
"2267",1961500,2648500,369,0
"2268",-1661500,4714500,1833,0
"2269",1213500,3383500,6,0
"2270",1885500,2775500,252,0
"2271",1080500,2743500,193,0
"2272",-1092500,3454500,161,0
"2273",1083500,1509500,634,0
"2274",849500,2034500,259,0
"2275",-246500,1088500,241,0
"2276",-1955500,2805500,2701,0
"2277",-2036500,3126500,1349,0
"2278",-2094500,3015500,2001,0
"2279",-439500,2102500,155,0
"2280",-718500,1279500,3698,0
"2281",-1884500,4490500,5,0
"2282",1763500,1520500,558,0
"2283",-2071500,3605500,3420,0
"2284",190500,2669500,271,0
"2285",-2114500,3671500,388,0
"2286",566500,2229500,394,0
"2287",-586500,3787500,583,0
"2288",-245500,3415500,55,0
"2289",-849500,2495500,189,0
"2290",-866500,3027500,134,0
"2291",19500,2984500,113,0
"2292",1388500,947500,821,0
"2293",265500,2964500,124,0
"2294",-1810500,3975500,1502,0
"2295",-799500,1793500,3749,0
"2296",-2169500,2892500,485,0
"2297",-282500,3871500,158,0
"2298",-383500,4131500,700,0
"2299",-2084500,3269500,3807,0
"2300",734500,2859500,305,0
"2301",-991500,3153500,148,0
"2302",1789500,2600500,541,0
"2303",-415500,2891500,83,0
"2304",-889500,450500,3798,0
"2305",480500,2752500,306,0
"2306",-363500,2062500,167,0
"2307",1142500,2625500,175,0
"2308",-731500,613500,3894,0
"2309",-745500,1506500,3764,0
"2310",-1233500,4634500,503,0
"2311",1716500,2687500,520,0
"2312",-1336500,2407500,420,0
"2313",-224500,1664500,286,0
"2314",168500,3474500,49,0
"2315",536500,3847500,371,0
"2316",-990500,301500,1648,0
"2317",615500,4111500,93,0
"2318",-330500,2504500,210,0
"2319",-559500,974500,3471,0
"2320",1678500,3289500,5,0
"2321",1411500,1662500,550,0
"2322",326500,2845500,231,0
"2323",-404500,1984500,187,0
"2324",-1190500,2252500,383,0
"2325",-1288500,1818500,1500,0
"2326",761500,3462500,302,0
"2327",-618500,326500,643,0
"2328",-675500,3395500,45,0
"2329",808500,2368500,343,0
"2330",-1509500,4428500,150,0
"2331",-500,4255500,136,0
"2332",1567500,2887500,318,0
"2333",-254500,1971500,270,0
"2334",-596500,917500,3686,0
"2335",284500,4136500,88,0
"2336",-102500,291500,63,0
"2337",1453500,1948500,933,0
"2338",-384500,592500,203,0
"2339",2257500,2328500,409,0
"2340",502500,1679500,177,0
"2341",-1860500,2382500,2456,0
"2342",1826500,2180500,478,0
"2343",-904500,3283500,59,0
"2344",114500,2917500,125,0
"2345",-1745500,3122500,155,0
"2346",-575500,2958500,88,0
"2347",-272500,3931500,282,0
"2348",97500,1353500,104,0
"2349",883500,1364500,391,0
"2350",-1661500,3457500,201,0
"2351",-1175500,2319500,457,0
"2352",-169500,4181500,1271,0
"2353",1513500,2029500,800,0
"2354",-338500,1200500,516,0
"2355",-1899500,2363500,42,0
"2356",-1426500,4051500,164,0
"2357",-1729500,2871500,162,0
"2358",213500,2094500,614,0
"2359",-211500,4255500,1454,0
"2360",1111500,1441500,650,0
"2361",592500,627500,501,0
"2362",2144500,2290500,311,0
"2363",1024500,3379500,35,0
"2364",211500,3840500,285,0
"2365",-1533500,2359500,1610,0
"2366",990500,1842500,438,0
"2367",2569500,2590500,541,0
"2368",-429500,2181500,139,0
"2369",1379500,1500500,1061,0
"2370",215500,817500,72,0
"2371",-1773500,3688500,222,0
"2372",-1961500,2986500,1160,0
"2373",-641500,2511500,153,0
"2374",1421500,966500,828,0
"2375",1488500,2368500,763,0
"2376",904500,2270500,260,0
"2377",297500,460500,66,0
"2378",-699500,3972500,124,0
"2379",-1273500,3816500,194,0
"2380",2409500,2987500,60,0
"2381",-1682500,3738500,253,0
"2382",2129500,2801500,494,0
"2383",-591500,3866500,160,0
"2384",-487500,3909500,900,0
"2385",-21500,2573500,159,0
"2386",-1780500,3937500,1372,0
"2387",-1987500,3978500,71,0
"2388",-268500,563500,164,0
"2389",-163500,850500,163,0
"2390",101500,711500,79,0
"2391",-1521500,1912500,1635,0
"2392",-2155500,3174500,2787,0
"2393",764500,3669500,172,0
"2394",-1338500,2344500,397,0
"2395",1107500,2128500,400,0
"2396",1080500,3016500,220,0
"2397",1649500,3365500,36,0
"2398",1830500,2191500,866,0
"2399",-308500,1242500,426,0
"2400",-353500,812500,313,0
"2401",-112500,1017500,173,0
"2402",-41500,1705500,321,0
"2403",-162500,2493500,250,0
"2404",-775500,1963500,336,0
"2405",99500,3486500,111,0
"2406",679500,921500,358,0
"2407",919500,2941500,274,0
"2408",-1776500,2179500,0,0
"2409",59500,2563500,162,0
"2410",1425500,2746500,255,0
"2411",-919500,3585500,83,0
"2412",1840500,2825500,259,0
"2413",2156500,2011500,170,0
"2414",-1639500,4231500,684,0
"2415",692500,2645500,283,0
"2416",-1430500,2482500,305,0
"2417",-1798500,3086500,154,0
"2418",328500,4280500,5,0
"2419",723500,2766500,307,0
"2420",-2057500,3120500,1914,0
"2421",1583500,1099500,870,0
"2422",1664500,2383500,667,0
"2423",1050500,2151500,285,0
"2424",1641500,982500,0,0
"2425",1741500,1863500,561,0
"2426",-1062500,2443500,281,0
"2427",-1876500,4583500,92,0
"2428",-802500,1245500,3877,0
"2429",1115500,1739500,774,0
"2430",-1667500,2989500,126,0
"2431",2149500,1908500,70,0
"2432",1756500,3151500,44,0
"2433",-740500,3852500,98,0
"2434",1596500,3067500,198,0
"2435",-1031500,2023500,4757,0
"2436",-1694500,4131500,1302,0
"2437",1507500,1186500,951,0
"2438",988500,867500,892,0
"2439",-1987500,2668500,2711,0
"2440",-65500,1097500,165,0
"2441",1505500,1920500,721,0
"2442",-1027500,1561500,608,0
"2443",473500,2152500,381,0
"2444",-1404500,2700500,247,0
"2445",-381500,2038500,175,0
"2446",-405500,1294500,904,0
"2447",-810500,732500,4151,0
"2448",1496500,3076500,254,0
"2449",970500,2354500,190,0
"2450",-759500,3353500,64,0
"2451",-1073500,4263500,100,0
"2452",-983500,3282500,77,0
"2453",-1001500,1532500,1331,0
"2454",-1895500,3826500,3557,0
"2455",-1227500,3186500,86,0
"2456",1173500,3547500,18,0
"2457",1312500,1045500,790,0
"2458",-821500,3985500,121,0
"2459",1671500,1742500,619,0
"2460",1303500,2890500,164,0
"2461",-1951500,2821500,2323,0
"2462",256500,3544500,269,0
"2463",1266500,1112500,607,0
"2464",2107500,2459500,412,0
"2465",-1383500,4367500,181,0
"2466",1951500,2544500,424,0
"2467",-2285500,2924500,23,0
"2468",-392500,2518500,179,0
"2469",-1298500,4487500,1006,0
"2470",-1844500,3499500,233,0
"2471",-1269500,3651500,192,0
"2472",1143500,3420500,0,0
"2473",1270500,1513500,786,0
"2474",722500,630500,972,0
"2475",-317500,1771500,233,0
"2476",1221500,2724500,214,0
"2477",720500,2432500,275,0
"2478",-1304500,3419500,123,0
"2479",-115500,1139500,194,0
"2480",2310500,2238500,226,0
"2481",-322500,2038500,203,0
"2482",632500,1024500,301,0
"2483",179500,3469500,94,0
"2484",-1897500,2699500,4023,0
"2485",1458500,2895500,302,0
"2486",1144500,3469500,26,0
"2487",2332500,2249500,163,0
"2488",-2246500,3156500,0,0
"2489",484500,3162500,287,0
"2490",-1507500,1931500,3326,0
"2491",-465500,3471500,66,0
"2492",-1287500,2114500,4498,0
"2493",-499500,2482500,183,0
"2494",-149500,322500,73,0
"2495",-2131500,3795500,563,0
"2496",-751500,610500,4966,0
"2497",1985500,2320500,721,0
"2498",-784500,1497500,3685,0
"2499",613500,4010500,163,0
"2500",1825500,1208500,365,0
"2501",701500,769500,781,0
"2502",563500,1613500,292,0
"2503",-433500,3102500,42,0
"2504",2647500,2810500,286,0
"2505",299500,2287500,317,0
"2506",-62500,2778500,89,0
"2507",-1604500,4267500,1700,0
"2508",434500,3334500,88,0
"2509",-1310500,4077500,143,0
"2510",-1530500,4686500,923,0
"2511",-1632500,3445500,176,0
"2512",-1442500,2780500,210,0
"2513",-364500,2882500,78,0
"2514",-1223500,3591500,181,0
"2515",1600500,2527500,568,0
"2516",-1248500,4603500,1503,0
"2517",1031500,809500,342,0
"2518",1342500,2399500,371,0
"2519",2374500,2254500,100,0
"2520",-1097500,2856500,168,0
"2521",1899500,2895500,255,0
"2522",413500,1379500,136,0
"2523",1026500,812500,630,0
"2524",1908500,2640500,243,0
"2525",1397500,2486500,325,0
"2526",-1286500,2783500,202,0
"2527",1463500,2401500,614,0
"2528",980500,877500,909,0
"2529",226500,3768500,558,0
"2530",705500,3699500,560,0
"2531",-1421500,1923500,4416,0
"2532",664500,3108500,181,0
"2533",-55500,3196500,45,0
"2534",-877500,3399500,109,0
"2535",-1820500,4265500,1909,0
"2536",1138500,2203500,244,0
"2537",-1716500,3978500,1210,0
"2538",-733500,3554500,84,0
"2539",695500,451500,601,0
"2540",-1059500,3508500,133,0
"2541",1914500,2652500,333,0
"2542",-562500,4524500,176,0
"2543",1789500,3112500,93,0
"2544",1212500,1865500,952,0
"2545",2047500,2009500,679,0
"2546",-1635500,3675500,216,0
"2547",-370500,704500,283,0
"2548",1813500,1262500,610,0
"2549",-978500,3227500,113,0
"2550",764500,2445500,342,0
"2551",438500,1436500,121,0
"2552",-421500,3910500,1029,0
"2553",1756500,1310500,688,0
"2554",1673500,2721500,291,0
"2555",-559500,642500,1757,0
"2556",2510500,2315500,4,0
"2557",-1114500,2235500,294,0
"2558",2283500,2305500,276,0
"2559",1188500,2218500,306,0
"2560",-1373500,3815500,234,0
"2561",-976500,898500,1497,0
"2562",-1755500,4698500,0,0
"2563",-907500,872500,1962,0
"2564",-621500,3794500,497,0
"2565",38500,3185500,47,0
"2566",1911500,1315500,323,0
"2567",36500,4323500,123,0
