"","elevation","x","y","Presence"
"56446",1295,-2119000,2962000,0
"93632",1810,-1329000,2172000,0
"88066",1261,-1509000,2302000,0
"62896",192,-1679000,2832000,0
"72247",1035,-1709000,2642000,0
"68346",609,-1799000,2722000,0
"11636",2367,-1909000,4192000,0
"21213",2381,-1839000,3852000,0
"61387",158,-1689000,2862000,0
"11093",2577,-1839000,4212000,0
"27751",3143,-1979000,3652000,0
"110964",256,-419000,1722000,0
"50212",594,-2209000,3092000,0
"93237",300,-1109000,2182000,0
"20920",449,-1679000,3862000,0
"3090",41,-1639000,4562000,0
"30801",1669,-2159000,3562000,0
"25434",154,-2079000,3722000,0
"8934",349,-2089000,4292000,0
"3101",42,-1529000,4562000,0
"47906",1728,-2149000,3142000,0
"82189",2631,-1669000,2432000,0
"97734",5129,-1159000,2072000,0
"64850",0,-2239000,2792000,0
"79859",2574,-1719000,2482000,0
"5102",324,-1309000,4462000,0
"76576",1120,-1579000,2552000,0
"18278",1914,-1949000,3952000,0
"3111",5,-1429000,4562000,0
"95689",3819,-1389000,2122000,0
"65885",260,-1819000,2772000,0
"88111",314,-1059000,2302000,0
"25782",1041,-1909000,3712000,0
"20903",3632,-1849000,3862000,0
"13536",111,-1949000,4122000,0
"1756",21,-1339000,4642000,0
"57944",189,-1709000,2932000,0
"4826",138,-1939000,4472000,0
"43493",3311,-2109000,3242000,0
"88064",817,-1529000,2302000,0
"6857",98,-1679000,4382000,0
"7572",148,-1339000,4352000,0
"99756",186,-749000,2022000,0
"102005",469,-1639000,1962000,0
"21841",3388,-1879000,3832000,0
"63844",0,-2289000,2812000,0
"15456",3792,-1809000,4052000,0
"23457",1255,-1979000,3782000,0
"86320",572,-1279000,2342000,0
"16309",2831,-1679000,4022000,0
"27105",1070,-1889000,3672000,0
"19456",538,-1619000,3912000,0
"90700",300,-1129000,2242000,0
"360",216,-1559000,4742000,0
"86297",456,-1509000,2342000,0
"5510",1816,-1549000,4442000,0
"94044",3278,-1359000,2162000,0
"25762",47,-2109000,3712000,0
"87172",3638,-1639000,2322000,0
"94879",4456,-1289000,2142000,0
"20918",1259,-1699000,3862000,0
"94422",1054,-1729000,2152000,0
"35283",3374,-2129000,3442000,0
"8733",74,-1659000,4302000,0
"59414",124,-1639000,2902000,0
"93606",4533,-1589000,2172000,0
"37675",298,-2279000,3382000,0
"25438",1187,-2039000,3722000,0
"78447",3676,-1769000,2512000,0
"81726",2423,-1669000,2442000,0
"65874",2927,-1929000,2772000,0
"23789",723,-1969000,3772000,0
"67359",889,-1879000,2742000,0
"14671",171,-1459000,4082000,0
"67345",2782,-2019000,2742000,0
"1067",5,-1759000,4682000,0
"84074",452,-1189000,2392000,0
"14119",578,-1559000,4102000,0
"101673",3896,-1089000,1972000,0
"62897",181,-1669000,2832000,0
"4209",67,-1849000,4502000,0
"17751",211,-1509000,3972000,0
"94459",3652,-1359000,2152000,0
"7544",127,-1619000,4352000,0
"75126",3837,-1789000,2582000,0
"48354",7,-2249000,3132000,0
"13808",130,-1949000,4112000,0
"16859",2102,-1849000,4002000,0
"96515",3326,-1279000,2102000,0
"89392",1652,-1319000,2272000,0
"85365",778,-1869000,2362000,0
"13589",170,-1419000,4122000,0
"76568",339,-1659000,2552000,0
"938",1964,-1549000,4692000,0
"9480",1683,-1529000,4272000,0
"21552",561,-1599000,3842000,0
"17424",930,-1909000,3982000,0
"22166",640,-1809000,3822000,0
"38922",2973,-2109000,3352000,0
"90218",4198,-1669000,2252000,0
"80337",239,-1609000,2472000,0
"18014",413,-1739000,3962000,0
"70751",15,-2109000,2672000,0
"4467",3764,-1329000,4492000,0
"102843",4364,-969000,1942000,0
"62900",138,-1639000,2832000,0
"28094",234,-1829000,3642000,0
"65354",27,-2169000,2782000,0
"47449",1096,-2159000,3152000,0
"37301",364,-1939000,3392000,0
"23159",344,-1649000,3792000,0
"92379",2781,-1289000,2202000,0
"104698",1827,-1499000,1892000,0
"18004",2807,-1839000,3962000,0
"93634",2623,-1309000,2172000,0
"77485",706,-1959000,2532000,0
"60859",2000,-1969000,2872000,0
"25442",644,-1999000,3722000,0
"9202",2862,-1859000,4282000,0
"75618",280,-1649000,2572000,0
"109182",1532,-729000,1772000,0
"88082",420,-1349000,2302000,0
"14110",2555,-1649000,4102000,0
"86293",923,-1549000,2342000,0
"22161",1954,-1859000,3822000,0
"62881",437,-1829000,2832000,0
"98541",4532,-1049000,2052000,0
"6826",54,-1989000,4382000,0
"28087",345,-1899000,3642000,0
"58874",2632,-2149000,2912000,0
"97282",1265,-1669000,2082000,0
"62394",128,-1659000,2842000,0
"63900",925,-1729000,2812000,0
"9427",51,-2059000,4272000,0
"17718",2562,-1839000,3972000,0
"12776",167,-1389000,4152000,0
"27733",57,-2159000,3652000,0
"66",112,-1459000,4822000,0
"90696",326,-1169000,2242000,0
"88976",337,-1139000,2282000,0
"84483",2135,-1649000,2382000,0
"547",683,-1589000,4722000,0
"7742",903,-1959000,4342000,0
"20291",1945,-1959000,3882000,0
"110935",2010,-709000,1722000,0
"7091",709,-1589000,4372000,0
"83565",4497,-1709000,2402000,0
"75583",471,-1999000,2572000,0
"8237",411,-1789000,4322000,0
"95691",5215,-1369000,2122000,0
"100909",4818,-959000,1992000,0
"80791",3160,-1729000,2462000,0
"17136",2799,-1929000,3992000,0
"45215",1008,-2049000,3202000,0
"58372",22,-2289000,2922000,0
"112306",3172,-589000,1682000,0
"19743",540,-1639000,3902000,0
"63863",1396,-2099000,2812000,0
"18858",3586,-1859000,3932000,0
"80326",2724,-1719000,2472000,0
"24449",1238,-1999000,3752000,0
"91093",1368,-1459000,2232000,0
"101255",4340,-1389000,1982000,0
"29418",253,-1869000,3602000,0
"32604",1202,-2159000,3512000,0
"28392",571,-2129000,3632000,0
"63864",3065,-2089000,2812000,0
"15740",800,-1749000,4042000,0
"65387",605,-1839000,2782000,0
"89791",3500,-1639000,2262000,0
"13531",143,-1999000,4122000,0
"83553",3080,-1829000,2402000,0
"87221",449,-1149000,2322000,0
"67363",623,-1839000,2742000,0
"68334",4001,-1919000,2722000,0
"21526",2109,-1859000,3842000,0
"15722",543,-1929000,4042000,0
"93224",2120,-1239000,2182000,0
"116545",1696,-489000,1552000,0
"69823",229,-1659000,2692000,0
"58895",1771,-1939000,2912000,0
"2587",27,-1509000,4592000,0
"90690",684,-1229000,2242000,0
"101303",1667,-909000,1982000,0
"17131",68,-1979000,3992000,0
"14099",478,-1759000,4102000,0
"50226",1828,-2069000,3092000,0
"98929",4931,-1139000,2042000,0
"39737",1469,-2169000,3332000,0
"77991",257,-1619000,2522000,0
"74637",2688,-1899000,2592000,0
"44782",1681,-2069000,3212000,0
"6853",1606,-1719000,4382000,0
"80343",932,-1549000,2472000,0
"24804",280,-1759000,3742000,0
"76066",2645,-1929000,2562000,0
"91090",651,-1489000,2232000,0
"99731",3799,-999000,2022000,0
"16282",151,-1949000,4022000,0
"23821",299,-1649000,3772000,0
"34896",3586,-2079000,3452000,0
"92384",1925,-1239000,2202000,0
"20596",2318,-1889000,3872000,0
"77527",169,-1539000,2532000,0
"20924",322,-1639000,3862000,0
"86328",464,-1199000,2342000,0
"13584",212,-1469000,4122000,0
"19725",1267,-1819000,3902000,0
"3109",3,-1449000,4562000,0
"51629",1702,-2189000,3062000,0
"24454",2056,-1949000,3752000,0
"94885",3352,-1229000,2142000,0
"44353",3163,-2079000,3222000,0
"42191",233,-2289000,3272000,0
"90654",4590,-1589000,2242000,0
"47915",1344,-2059000,3142000,0
"9763",131,-1309000,4262000,0
"68314",104,-2119000,2722000,0
"66872",297,-1829000,2752000,0
"10293",1839,-1499000,4242000,0
"96914",2603,-1329000,2092000,0
"16305",454,-1719000,4022000,0
"20904",3274,-1839000,3862000,0
"21871",224,-1579000,3832000,0
"93191",3438,-1569000,2182000,0
"33725",609,-2179000,3482000,0
"14657",2533,-1599000,4082000,0
"39756",469,-1979000,3332000,0
"73191",4141,-1939000,2622000,0
"59847",199,-2209000,2892000,0
"56972",234,-1709000,2952000,0
"27446",208,-1749000,3662000,0
"31882",2085,-2119000,3532000,0
"28064",350,-2129000,3642000,0
"16321",241,-1559000,4022000,0
"84986",405,-1149000,2372000,0
"55030",133,-1729000,2992000,0
"100526",2042,-889000,2002000,0
"7789",1669,-1489000,4342000,0
"91537",3352,-1269000,2222000,0
"93676",217,-889000,2172000,0
"8991",2848,-1519000,4292000,0
"59900",134,-1679000,2892000,0
"10297",1738,-1459000,4242000,0
"87662",410,-1149000,2312000,0
"53057",487,-2219000,3032000,0
"4465",2070,-1349000,4492000,0
"66392",189,-1699000,2762000,0
"84929",4399,-1719000,2372000,0
"69317",2149,-1849000,2702000,0
"31894",1171,-1999000,3532000,0
"97361",420,-879000,2082000,0
"30485",232,-1729000,3572000,0
"368",8,-1479000,4742000,0
"88981",378,-1089000,2282000,0
"96921",3847,-1259000,2092000,0
"47917",1590,-2039000,3142000,0
"41788",2601,-2139000,3282000,0
"36076",2900,-2119000,3422000,0
"10303",258,-1399000,4242000,0
"60879",181,-1769000,2872000,0
"67368",335,-1789000,2742000,0
"236",39,-1579000,4762000,0
"22506",242,-1609000,3812000,0
"90212",3013,-1729000,2252000,0
"68325",3941,-2009000,2722000,0
"61378",1003,-1779000,2862000,0
"7072",48,-1779000,4372000,0
"113956",2219,-609000,1632000,0
"8730",118,-1689000,4302000,0
"99336",4434,-1009000,2032000,0
"52566",0,-2349000,3042000,0
"54987",2712,-2159000,2992000,0
"65378",3438,-1929000,2782000,0
"13302",3091,-1559000,4132000,0
"99301",4142,-1359000,2032000,0
"15158",53,-2019000,4062000,0
"16850",1339,-1939000,4002000,0
"6638",93,-1609000,4392000,0
"65890",677,-1769000,2772000,0
"9975",2277,-1899000,4252000,0
"40573",1026,-2029000,3312000,0
"52582",2020,-2189000,3042000,0
"28063",199,-2139000,3642000,0
"63889",674,-1839000,2812000,0
"14923",2555,-1659000,4072000,0
"13291",2675,-1669000,4132000,0
"64865",1272,-2089000,2792000,0
"17738",2787,-1639000,3972000,0
"20617",462,-1679000,3872000,0
"18000",3309,-1879000,3962000,0
"77984",1568,-1689000,2522000,0
"16600",367,-1589000,4012000,0
"50216",2402,-2169000,3092000,0
"5488",23,-1769000,4442000,0
"15773",155,-1419000,4042000,0
"13002",1068,-1839000,4142000,0
"93241",272,-1069000,2182000,0
"63375",3427,-1939000,2822000,0
"86270",3369,-1779000,2342000,0
"18320",231,-1529000,3952000,0
"87597",3060,-1799000,2312000,0
"54026",1036,-2119000,3012000,0
"95244",0,-1749000,2132000,0
"86759",355,-1339000,2332000,0
"55012",173,-1909000,2992000,0
"14073",181,-2019000,4102000,0
"93246",225,-1019000,2182000,0
"83577",383,-1589000,2402000,0
"68331",2968,-1949000,2722000,0
"43941",252,-1909000,3232000,0
"75116",3559,-1889000,2582000,0
"108036",1573,-1429000,1802000,0
"96926",3831,-1209000,2092000,0
"1937",975,-1179000,4632000,0
"110930",4044,-759000,1722000,0
"99322",4340,-1149000,2032000,0
"81281",248,-1479000,2452000,0
"99703",3913,-1279000,2022000,0
"96500",3347,-1429000,2102000,0
"77516",302,-1649000,2532000,0
"131",27,-1519000,4792000,0
"35703",246,-1879000,3432000,0
"32242",2840,-2119000,3522000,0
"4246",18,-1479000,4502000,0
"84032",1322,-1609000,2392000,0
"532",0,-1739000,4722000,0
"88503",1481,-1509000,2292000,0
"44779",3254,-2099000,3212000,0
"26433",2482,-2029000,3692000,0
"83132",388,-1459000,2412000,0
"2410",700,-1589000,4602000,0
"90270",309,-1149000,2252000,0
"9687",298,-2069000,4262000,0
"21856",1067,-1729000,3832000,0
"29734",718,-2139000,3592000,0
"7997",267,-1789000,4332000,0
"79862",3042,-1689000,2482000,0
"28406",2287,-1989000,3632000,0
"34886",768,-2179000,3452000,0
"91969",368,-1179000,2212000,0
"4453",24,-1469000,4492000,0
"61349",926,-2069000,2862000,0
"57894",413,-2209000,2932000,0
"89414",327,-1099000,2272000,0
"93647",860,-1179000,2172000,0
"90219",3874,-1659000,2252000,0
"34121",3996,-2049000,3472000,0
"115272",1986,-499000,1592000,0
"75135",1181,-1699000,2582000,0
"25482",265,-1599000,3722000,0
"104308",0,-1609000,1902000,0
"9195",1942,-1929000,4282000,0
"52576",315,-2249000,3042000,0
"97696",3739,-1539000,2072000,0
"52124",287,-1999000,3052000,0
"62365",3055,-1949000,2842000,0
"69321",751,-1809000,2702000,0
"11953",2041,-1479000,4182000,0
"1408",1353,-1579000,4662000,0
"99303",4161,-1339000,2032000,0
"16607",181,-1519000,4012000,0
"17135",1492,-1939000,3992000,0
"15196",2363,-1639000,4062000,0
"14142",146,-1329000,4102000,0
"31881",1672,-2129000,3532000,0
"1417",61,-1489000,4662000,0
"5945",863,-1719000,4422000,0
"12449",128,-1949000,4162000,0
"31524",1883,-2109000,3542000,0
"91123",343,-1159000,2232000,0
"106668",179,-489000,1842000,0
"34107",593,-2189000,3472000,0
"11685",224,-1419000,4192000,0
"2077",1475,-1559000,4622000,0
"96889",4667,-1579000,2092000,0
"31527",3094,-2079000,3542000,0
"96094",2609,-1429000,2112000,0
"28413",311,-1919000,3632000,0
"91524",2513,-1399000,2222000,0
"3859",3836,-1329000,4522000,0
"82639",4300,-1789000,2422000,0
"4432",34,-1679000,4492000,0
"64855",21,-2189000,2792000,0
"50217",2260,-2159000,3092000,0
"90277",348,-1079000,2252000,0
"11078",24,-1989000,4212000,0
"51150",820,-2239000,3072000,0
"66397",146,-1649000,2762000,0
"19170",318,-1609000,3922000,0
"25456",2717,-1859000,3722000,0
"38104",2865,-2089000,3372000,0
"5065",40,-1679000,4462000,0
"89379",1998,-1449000,2272000,0
"100482",4644,-1329000,2002000,0
"92801",3258,-1279000,2192000,0
"32255",1173,-1989000,3522000,0
"29733",831,-2149000,3592000,0
"68311",0,-2149000,2722000,0
"87178",2827,-1579000,2322000,0
"109200",224,-549000,1772000,0
"12751",3071,-1639000,4152000,0
"21826",56,-2029000,3832000,0
"24479",264,-1699000,3752000,0
"88934",4361,-1559000,2282000,0
"84989",371,-1119000,2372000,0
"79364",0,-1989000,2492000,0
"59383",2560,-1949000,2902000,0
"4821",0,-1989000,4472000,0
"34100",208,-2259000,3472000,0
"116847",3398,-619000,1542000,0
"89778",2028,-1769000,2262000,0
"42642",814,-2039000,3262000,0
"96092",1966,-1449000,2112000,0
"23462",2311,-1929000,3782000,0
"89814",1466,-1409000,2262000,0
"3653",6,-1429000,4532000,0
"17714",2415,-1879000,3972000,0
"11649",631,-1779000,4192000,0
"77976",2829,-1769000,2522000,0
"30849",176,-1679000,3562000,0
"72713",2914,-1889000,2632000,0
"80812",536,-1519000,2462000,0
"98109",3715,-1399000,2062000,0
"93599",5026,-1659000,2172000,0
"77044",255,-1639000,2542000,0
"30817",806,-1999000,3562000,0
"22466",1345,-2009000,3812000,0
"24452",802,-1969000,3752000,0
"99683",4355,-1479000,2022000,0
"11396",3343,-1559000,4202000,0
"97348",1804,-1009000,2082000,0
"83098",4540,-1799000,2412000,0
"96522",3384,-1209000,2102000,0
"88510",2690,-1439000,2292000,0
"8029",1510,-1469000,4332000,0
"242",85,-1519000,4762000,0
"51642",1092,-2059000,3062000,0
"65880",792,-1869000,2772000,0
"568",44,-1349000,4722000,0
"96882",3421,-1649000,2092000,0
"24123",2260,-1949000,3762000,0
"1096",106,-1469000,4682000,0
"17427",2533,-1879000,3982000,0
"89846",330,-1089000,2262000,0
"7976",18,-1999000,4332000,0
"20925",309,-1629000,3862000,0
"61880",691,-1779000,2852000,0
"9726",105,-1679000,4262000,0
"22148",713,-1989000,3822000,0
"22173",1561,-1739000,3822000,0
"68355",695,-1709000,2722000,0
"24144",259,-1739000,3762000,0
"95299",2974,-1199000,2132000,0
"2751",506,-1569000,4582000,0
"28761",198,-1749000,3622000,0
"41796",2409,-2059000,3282000,0
"57934",171,-1809000,2932000,0
"39757",486,-1969000,3332000,0
"10284",1434,-1589000,4242000,0
"88076",451,-1409000,2302000,0
"29065",3422,-2039000,3612000,0
"87653",362,-1239000,2312000,0
"79865",1383,-1659000,2482000,0
"96944",806,-1029000,2092000,0
"1237",2296,-1639000,4672000,0
"9983",1600,-1819000,4252000,0
"95277",2295,-1419000,2132000,0
"57421",736,-2079000,2942000,0
"22786",15,-2079000,3802000,0
"79391",2360,-1719000,2492000,0
"60395",137,-1649000,2882000,0
"58928",116,-1609000,2912000,0
"60358",2210,-2019000,2882000,0
"21216",839,-1809000,3852000,0
"80777",3807,-1869000,2462000,0
"21822",0,-2069000,3832000,0
"84488",786,-1599000,2382000,0
"16053",161,-1419000,4032000,0
"1884",6,-1819000,4632000,0
"7556",2653,-1499000,4352000,0
"13834",1575,-1689000,4112000,0
"6181",43,-1639000,4412000,0
"98506",4008,-1399000,2052000,0
"33373",303,-1909000,3492000,0
"37270",57,-2249000,3392000,0
"15478",2254,-1589000,4052000,0
"73187",3805,-1979000,2622000,0
"30108",299,-1919000,3582000,0
"98947",2187,-959000,2042000,0
"89406",322,-1179000,2272000,0
"7102",3206,-1479000,4372000,0
"59867",897,-2009000,2892000,0
"21219",597,-1779000,3852000,0
"87224",372,-1119000,2322000,0
"59358",423,-2199000,2902000,0
"19443",666,-1749000,3912000,0
"110611",225,-489000,1732000,0
"84041",1155,-1519000,2392000,0
"39336",4029,-2079000,3342000,0
"94075",265,-1049000,2162000,0
"18560",117,-1979000,3942000,0
"6611",87,-1879000,4392000,0
"10300",692,-1429000,4242000,0
"23470",2148,-1849000,3782000,0
"88918",4828,-1719000,2282000,0
"74160",3643,-1879000,2602000,0
"4825",63,-1949000,4472000,0
"78916",4496,-1779000,2502000,0
"10531",3484,-1909000,4232000,0
"74177",984,-1709000,2602000,0
"82184",4146,-1719000,2432000,0
"8496",677,-1609000,4312000,0
"32250",2963,-2039000,3522000,0
"91964",1112,-1229000,2212000,0
"293",80,-1489000,4752000,0
"73212",1434,-1729000,2622000,0
"20293",1162,-1939000,3882000,0
"88966",425,-1239000,2282000,0
"681",73,-1439000,4712000,0
"87173",1759,-1629000,2322000,0
"45202",2091,-2179000,3202000,0
"99328",4805,-1089000,2032000,0
"59899",172,-1689000,2892000,0
"28092",266,-1849000,3642000,0
"91947",1374,-1399000,2212000,0
"66384",692,-1779000,2762000,0
"12764",2104,-1509000,4152000,0
"19135",1133,-1959000,3922000,0
"240",54,-1539000,4762000,0
"6170",120,-1749000,4412000,0
"4053",1062,-1379000,4512000,0
"27126",238,-1679000,3672000,0
"20017",1270,-1799000,3892000,0
"104365",3834,-1039000,1902000,0
"49763",728,-2029000,3102000,0
"94880",4263,-1279000,2142000,0
"69792",2331,-1969000,2692000,0
"99737",2699,-939000,2022000,0
"7808",133,-1299000,4342000,0
"16574",1377,-1849000,4012000,0
"41365",121,-2289000,3292000,0
"103221",3820,-1029000,1932000,0
"97366",263,-829000,2082000,0
"2615",171,-1129000,4592000,0
"45637",12,-2219000,3192000,0
"52098",650,-2259000,3052000,0
"26786",236,-1799000,3682000,0
"24133",1901,-1849000,3762000,0
"25103",106,-2079000,3732000,0
"10028",170,-1369000,4252000,0
"57404",236,-2249000,2942000,0
"48362",3101,-2169000,3132000,0
"111280",3463,-689000,1712000,0
"23174",269,-1499000,3792000,0
"13851",641,-1519000,4112000,0
"37280",3454,-2149000,3392000,0
"28715",75,-2209000,3622000,0
"64881",2944,-1929000,2792000,0
"97342",3324,-1069000,2082000,0
"89840",408,-1149000,2262000,0
"19473",229,-1449000,3912000,0
"88531",387,-1229000,2292000,0
"33338",210,-2259000,3492000,0
"18852",953,-1919000,3932000,0
"12198",253,-1749000,4172000,0
"33377",255,-1869000,3492000,0
"94451",3191,-1439000,2152000,0
"4461",617,-1389000,4492000,0
"72238",930,-1799000,2642000,0
"11098",1464,-1789000,4212000,0
"77966",4680,-1869000,2522000,0
"9979",2926,-1859000,4252000,0
"948",95,-1449000,4692000,0
"71265",1020,-1819000,2662000,0
"79390",1895,-1729000,2492000,0
"59903",135,-1649000,2892000,0
"12733",2123,-1819000,4152000,0
"18015",1251,-1729000,3962000,0
"44336",49,-2299000,3222000,0
"41398",365,-1959000,3292000,0
"57893",137,-2219000,2932000,0
"6178",42,-1669000,4412000,0
"10595",119,-1269000,4232000,0
"82182",3008,-1739000,2432000,0
"96118",4686,-1189000,2112000,0
"70263",0,-2129000,2682000,0
"1574",1883,-1579000,4652000,0
"10856",1115,-1439000,4222000,0
"39318",18,-2259000,3342000,0
"75620",260,-1629000,2572000,0
"86766",466,-1269000,2332000,0
"101296",4832,-979000,1982000,0
"22179",375,-1679000,3822000,0
"84482",1987,-1659000,2382000,0
"24478",228,-1709000,3752000,0
"23138",1938,-1859000,3792000,0
"79844",4062,-1869000,2482000,0
"29737",2637,-2109000,3592000,0
"68821",1351,-1929000,2712000,0
"6877",2596,-1479000,4382000,0
"82659",297,-1589000,2422000,0
"88958",493,-1319000,2282000,0
"5305",3016,-1429000,4452000,0
"93186",4306,-1619000,2182000,0
"21858",469,-1709000,3832000,0
"18571",3678,-1869000,3942000,0
"35675",2153,-2159000,3432000,0
"89793",3852,-1619000,2262000,0
"90241",1743,-1439000,2252000,0
"98546",3419,-999000,2052000,0
"98523",4055,-1229000,2052000,0
"81248",4223,-1809000,2452000,0
"87613",3724,-1639000,2312000,0
"16310",3751,-1669000,4022000,0
"89378",950,-1459000,2272000,0
"62348",3470,-2119000,2842000,0
"446",640,-1609000,4732000,0
"21244",226,-1529000,3852000,0
"111976",1504,-529000,1692000,0
"68326",3749,-1999000,2722000,0
"71777",150,-1559000,2652000,0
"72222",3141,-1959000,2642000,0
"87183",1265,-1529000,2322000,0
"73674",4682,-1929000,2612000,0
"82164",385,-1919000,2432000,0
"23827",283,-1589000,3772000,0
"13820",2013,-1829000,4112000,0
"20322",364,-1649000,3882000,0
"13532",147,-1989000,4122000,0
"75139",288,-1659000,2582000,0
"7104",2426,-1459000,4372000,0
"87620",2026,-1569000,2312000,0
"66385",845,-1769000,2762000,0
"91980",259,-1069000,2212000,0
"78465",334,-1589000,2512000,0
"61335",70,-2209000,2862000,0
"21198",282,-1989000,3852000,0
"88527",436,-1269000,2292000,0
"51634",2095,-2139000,3062000,0
"34508",4084,-2059000,3462000,0
"41818",299,-1839000,3282000,0
"57427",1574,-2019000,2942000,0
"5735",1483,-1549000,4432000,0
"13268",1699,-1899000,4132000,0
"62873",1841,-1909000,2832000,0
"774",79,-1819000,4702000,0
"112977",3035,-519000,1662000,0
"10266",1040,-1769000,4242000,0
"16315",1941,-1619000,4022000,0
"86720",4432,-1729000,2332000,0
"60359",1897,-2009000,2882000,0
"12192",2484,-1809000,4172000,0
"91516",518,-1479000,2222000,0
"16292",1257,-1849000,4022000,0
"103225",3910,-989000,1932000,0
"80776",4582,-1879000,2462000,0
"84931",4288,-1699000,2372000,0
"87616",2499,-1609000,2312000,0
"26466",204,-1699000,3692000,0
"102457",4672,-979000,1952000,0
"2423",7,-1459000,4602000,0
"21217",860,-1799000,3852000,0
"15188",873,-1719000,4062000,0
"82650",3010,-1679000,2422000,0
"32612",3735,-2079000,3512000,0
"84485",1831,-1629000,2382000,0
"35298",364,-1979000,3442000,0
"16564",300,-1949000,4012000,0
"13271",2605,-1869000,4132000,0
"81271",295,-1579000,2452000,0
"12451",759,-1929000,4162000,0
"102844",4337,-959000,1942000,0
"88546",342,-1079000,2292000,0
"84923",4178,-1779000,2372000,0
"39344",529,-1999000,3342000,0
"246",37,-1479000,4762000,0
"103199",4681,-1249000,1932000,0
"72240",490,-1779000,2642000,0
"7570",153,-1359000,4352000,0
"53049",1195,-2299000,3032000,0
"8022",3709,-1539000,4332000,0
"466",4,-1379000,4732000,0
"17448",3566,-1669000,3982000,0
"110590",3932,-699000,1732000,0
"86290",1001,-1579000,2342000,0
"27747",2847,-2019000,3652000,0
"86754",372,-1389000,2332000,0
"70779",1170,-1829000,2672000,0
"56936",1369,-2069000,2952000,0
"9444",450,-1889000,4272000,0
"10248",576,-1949000,4242000,0
"14927",3473,-1619000,4072000,0
"72232",3641,-1859000,2642000,0
"98509",4321,-1369000,2052000,0
"90671",2500,-1419000,2242000,0
"74163",3662,-1849000,2602000,0
"106280",738,-669000,1852000,0
"75611",1156,-1719000,2572000,0
"62870",2338,-1939000,2832000,0
"1896",123,-1699000,4632000,0
"67866",621,-1709000,2732000,0
"9001",1670,-1419000,4292000,0
"97329",4089,-1199000,2082000,0
"68820",2434,-1939000,2712000,0
"10858",429,-1419000,4222000,0
"5711",24,-1789000,4432000,0
"91095",1925,-1439000,2232000,0
"81259",2723,-1699000,2452000,0
"94485",724,-1099000,2152000,0
"93203",769,-1449000,2182000,0
"2398",112,-1709000,4602000,0
"1576",2333,-1559000,4652000,0
"30098",2741,-2019000,3582000,0
"7762",172,-1759000,4342000,0
"9470",224,-1629000,4272000,0
"6896",133,-1289000,4382000,0
"15727",907,-1879000,4042000,0
"25451",1708,-1909000,3722000,0
"924",1868,-1689000,4692000,0
"99701",4468,-1299000,2022000,0
"24485",265,-1639000,3752000,0
"9432",6,-2009000,4272000,0
"28105",255,-1719000,3642000,0
"3103",12,-1509000,4562000,0
"9966",35,-1989000,4252000,0
"20599",3801,-1859000,3872000,0
"77050",1629,-1579000,2542000,0
"17164",3316,-1649000,3992000,0
"90697",317,-1159000,2242000,0
"84499",867,-1489000,2382000,0
"16002",1101,-1929000,4032000,0
"68829",2091,-1849000,2712000,0
"76539",2517,-1949000,2552000,0
"60832",66,-2239000,2872000,0
"9697",843,-1969000,4262000,0
"21546",375,-1659000,3842000,0
"69308",2828,-1939000,2702000,0
"18028",346,-1599000,3962000,0
"16285",1880,-1919000,4022000,0
"5723",42,-1669000,4432000,0
"13800",376,-2029000,4112000,0
"30082",210,-2179000,3582000,0
"11370",2152,-1819000,4202000,0
"24149",296,-1689000,3762000,0
"21830",439,-1989000,3832000,0
"12744",1271,-1709000,4152000,0
"74665",230,-1619000,2592000,0
"17138",999,-1909000,3992000,0
"40169",433,-1959000,3322000,0
"69833",167,-1559000,2692000,0
"29748",2200,-1999000,3592000,0
"8508",3761,-1489000,4312000,0
"103232",3353,-919000,1932000,0
"78433",4389,-1909000,2512000,0
"27112",246,-1819000,3672000,0
"96941",1478,-1059000,2092000,0
"26451",615,-1849000,3692000,0
"97702",3168,-1479000,2072000,0
"35678",3326,-2129000,3432000,0
"52575",486,-2259000,3042000,0
"16048",221,-1469000,4032000,0
"21838",2678,-1909000,3832000,0
"102453",3912,-1019000,1952000,0
"11908",1185,-1929000,4182000,0
"58886",961,-2029000,2912000,0
"39755",493,-1989000,3332000,0
"64900",777,-1739000,2792000,0
"66890",149,-1649000,2752000,0
"48831",1484,-2079000,3122000,0
"20883",19,-2049000,3862000,0
"91564",235,-999000,2222000,0
"3448",95,-1569000,4542000,0
"80385",285,-1129000,2472000,0
"81770",343,-1229000,2442000,0
"110942",4313,-639000,1722000,0
"16055",230,-1399000,4032000,0
"11955",1062,-1459000,4182000,0
"99358",236,-789000,2032000,0
"6169",284,-1759000,4412000,0
"7502",0,-2039000,4352000,0
"95713",3406,-1149000,2122000,0
"20290",1105,-1969000,3882000,0
"85429",500,-1229000,2362000,0
"10572",2276,-1499000,4232000,0
"22192",241,-1549000,3822000,0
"31510",209,-2249000,3542000,0
"71751",1793,-1819000,2652000,0
"98525",3760,-1209000,2052000,0
"71258",3889,-1889000,2662000,0
"56444",2154,-2139000,2962000,0
"91951",882,-1359000,2212000,0
"63894",304,-1789000,2812000,0
"3275",55,-1529000,4552000,0
"39350",380,-1939000,3342000,0
"7970",9,-2059000,4332000,0
"20334",240,-1529000,3882000,0
"17989",47,-1989000,3962000,0
"11398",2653,-1539000,4202000,0
"5726",70,-1639000,4432000,0
"98553",2087,-929000,2052000,0
"82185",3804,-1709000,2432000,0
