"","elevation","x","y","Presence"
"116499",4607,-949000,1552000,0
"17911",222,91000,3972000,0
"136345",179,-199000,872000,0
"81827",133,-659000,2442000,0
"138472",579,601000,782000,0
"16297",2795,-1799000,4022000,0
"96225",219,-119000,2112000,0
"86434",264,-139000,2342000,0
"109591",394,-189000,1762000,0
"149861",1339,-999000,232000,0
"110036",508,741000,1752000,0
"19125",46,1031000,3932000,0
"139506",96,41000,732000,0
"34591",91,-1229000,3462000,0
"127086",613,1231000,1212000,0
"120777",1150,1381000,1422000,0
"133116",551,1231000,1002000,0
"9706",2061,-1879000,4262000,0
"35306",271,-1899000,3442000,0
"144864",594,751000,482000,0
"148663",2432,-959000,292000,0
"115236",4416,-859000,1592000,0
"137844",805,1001000,812000,0
"130521",417,881000,1092000,0
"17445",2577,-1699000,3982000,0
"30080",292,-2199000,3582000,0
"32350",148,-1039000,3522000,0
"10599",103,-1229000,4232000,0
"17435",1665,-1799000,3982000,0
"4438",758,-1619000,4492000,0
"143730",80,-59000,532000,0
"6411",86,-1609000,4402000,0
"126702",501,321000,1222000,0
"145827",67,-109000,432000,0
"25136",255,-1749000,3732000,0
"137506",148,-119000,822000,0
"142909",54,131000,572000,0
"147960",68,241000,332000,0
"125000",520,1111000,1282000,0
"9776",92,-1179000,4262000,0
"97790",152,-599000,2072000,0
"78985",237,-1089000,2502000,0
"126212",885,1311000,1242000,0
"144421",269,521000,502000,0
"5790",64,-999000,4432000,0
"74838",263,111000,2592000,0
"23185",227,-1389000,3792000,0
"132580",587,1451000,1022000,0
"146720",129,421000,392000,0
"96536",1280,-1069000,2102000,0
"120181",728,1561000,1442000,0
"3246",141,-1819000,4552000,0
"88165",139,-519000,2302000,0
"26480",237,-1559000,3692000,0
"127031",376,681000,1212000,0
"126203",874,1221000,1242000,0
"3265",61,-1629000,4552000,0
"75229",152,-759000,2582000,0
"147298",65,-99000,362000,0
"7982",642,-1939000,4332000,0
"54358",96,1201000,3012000,0
"21811",143,991000,3842000,0
"119824",563,1071000,1452000,0
"7078",1731,-1719000,4372000,0
"137085",71,231000,842000,0
"121617",526,611000,1392000,0
"89082",285,-79000,2282000,0
"14908",4620,-1809000,4072000,0
"110697",129,371000,1732000,0
"100538",658,-769000,2002000,0
"127622",319,751000,1192000,0
"27098",2920,-1959000,3672000,0
"137542",73,241000,822000,0
"146986",366,981000,382000,0
"28431",211,-1739000,3632000,0
"131835",252,-339000,1042000,0
"11421",130,-1309000,4202000,0
"14892",32,-1969000,4072000,0
"133420",1470,1491000,992000,0
"90709",316,-1039000,2242000,0
"4003",35,-1879000,4512000,0
"132232",360,791000,1032000,0
"11374",1392,-1779000,4202000,0
"39343",710,-2009000,3342000,0
"118916",999,1271000,1482000,0
"138918",539,671000,762000,0
"137226",4170,-649000,832000,0
"21798",224,861000,3842000,0
"126052",431,-289000,1242000,0
"140379",67,161000,692000,0
"131969",480,1001000,1042000,0
"18269",16,1031000,3962000,0
"120680",118,411000,1422000,0
"107684",2125,-1319000,1812000,0
"81830",119,-629000,2442000,0
"13067",122,-1189000,4142000,0
"24513",231,-1359000,3752000,0
"131695",504,1121000,1052000,0
"110756",705,961000,1732000,0
"128249",717,1211000,1172000,0
"130028",528,1701000,1112000,0
"11093",2577,-1839000,4212000,0
"117662",717,1241000,1522000,0
"105716",1044,1151000,1872000,0
"114573",4507,-989000,1612000,0
"143750",60,141000,532000,0
"50319",116,-1139000,3092000,0
"11435",119,-1169000,4202000,0
"86798",260,-949000,2332000,0
"109322",519,671000,1772000,0
"106841",1066,1241000,1842000,0
"92401",270,-1069000,2202000,0
"140844",415,551000,672000,0
"9755",195,-1389000,4262000,0
"125874",374,891000,1252000,0
"6895",139,-1299000,4382000,0
"23795",3207,-1909000,3772000,0
"126209",951,1281000,1242000,0
"126199",506,1181000,1242000,0
"14382",2774,-1639000,4092000,0
"32640",221,-1799000,3512000,0
"8996",4444,-1469000,4292000,0
"112389",95,241000,1682000,0
"25460",734,-1819000,3722000,0
"120059",99,341000,1442000,0
"10030",156,-1349000,4252000,0
"137354",609,631000,832000,0
"119863",602,1461000,1452000,0
"117885",106,341000,1512000,0
"7780",463,-1579000,4342000,0
"123408",169,271000,1332000,0
"122938",889,1631000,1352000,0
"112664",379,-339000,1672000,0
"94894",1115,-1139000,2142000,0
"10916",611,-839000,4222000,0
"128987",167,-69000,1142000,0
"458",74,-1489000,4732000,0
"121353",535,1021000,1402000,0
"116631",120,371000,1552000,0
"30445",2832,-2129000,3572000,0
"11932",864,-1689000,4182000,0
"120133",604,1081000,1442000,0
"15450",1216,-1869000,4052000,0
"107546",393,951000,1822000,0
"136134",105,91000,882000,0
"144558",138,-209000,492000,0
"125622",674,1341000,1262000,0
"130796",400,751000,1082000,0
"108476",1740,-639000,1792000,0
"106277",1182,-699000,1852000,0
"12933",113,181000,4152000,0
"17671",196,561000,3982000,0
"141829",159,-159000,622000,0
"29081",278,-1879000,3612000,0
"109997",124,351000,1752000,0
"144208",125,501000,512000,0
"27168",208,-1259000,3672000,0
"142327",649,611000,602000,0
"149364",34,11000,262000,0
"13812",1195,-1909000,4112000,0
"115998",120,361000,1572000,0
"90278",324,-1069000,2252000,0
"11927",185,-1739000,4182000,0
"138959",653,1081000,762000,0
"39336",4029,-2079000,3342000,0
"14836",124,191000,4082000,0
"26763",2260,-2029000,3682000,0
"87656",398,-1209000,2312000,0
"113346",271,-129000,1652000,0
"107562",728,1111000,1822000,0
"11171",91,-1059000,4212000,0
"30484",238,-1739000,3572000,0
"96528",4197,-1149000,2102000,0
"137990",67,221000,802000,0
"7304",1339,-1709000,4362000,0
"119310",830,-989000,1462000,0
"108837",1776,-619000,1782000,0
"134680",192,401000,942000,0
"129758",0,1881000,1122000,0
"130269",609,1241000,1102000,0
"115353",105,311000,1592000,0
"9045",72,-979000,4292000,0
"144801",64,121000,482000,0
"141239",72,271000,652000,0
"127128",825,1651000,1212000,0
"141469",223,461000,642000,0
"32275",204,-1789000,3522000,0
"13883",133,-1199000,4112000,0
"3420",168,-1849000,4542000,0
"137413",311,1221000,832000,0
"140577",97,11000,682000,0
"93490",465,1421000,2182000,0
"149156",60,-59000,272000,0
"106480",835,1331000,1852000,0
"37790",113,-1129000,3382000,0
"104173",281,841000,1912000,0
"136947",40,1151000,852000,0
"132575",1775,1401000,1022000,0
"122361",124,1951000,1372000,0
"142319",543,531000,602000,0
"8233",837,-1829000,4322000,0
"143752",65,161000,532000,0
"25444",1127,-1979000,3722000,0
"126062",267,-189000,1242000,0
"113422",593,631000,1652000,0
"15103",86,141000,4072000,0
"135827",4805,-539000,892000,0
"135966",647,851000,892000,0
"5360",45,-879000,4452000,0
"120473",966,1411000,1432000,0
"102695",961,1401000,1952000,0
"141863",60,181000,622000,0
"132158",118,51000,1032000,0
"128530",571,1131000,1162000,0
"6676",112,-1229000,4392000,0
"140685",3,1091000,682000,0
"144928",1846,-709000,472000,0
"79034",173,-599000,2502000,0
"91971",368,-1159000,2212000,0
"144889",889,1001000,482000,0
"111663",273,-269000,1702000,0
"38942",312,-1909000,3352000,0
"5068",38,-1649000,4462000,0
"88559",264,-949000,2292000,0
"111119",919,1131000,1722000,0
"30098",2741,-2019000,3582000,0
"24399",316,811000,3762000,0
"141478",402,551000,642000,0
"34936",210,-1679000,3452000,0
"36501",237,-1869000,3412000,0
"141951",8,1061000,622000,0
"124138",789,1521000,1312000,0
"7600",77,-1059000,4352000,0
"15374",91,141000,4062000,0
"144887",483,981000,482000,0
"24504",222,-1449000,3752000,0
"137522",108,41000,822000,0
"43071",731,-2039000,3252000,0
"146681",57,31000,392000,0
"35710",220,-1809000,3432000,0
"141209",101,-29000,652000,0
"99742",733,-889000,2022000,0
"17978",68,991000,3972000,0
"117586",157,481000,1522000,0
"33770",236,-1729000,3482000,0
"111656",296,-339000,1702000,0
"132851",1396,1361000,1012000,0
"131003",160,-59000,1072000,0
"131991",550,1221000,1042000,0
"135777",0,1411000,902000,0
"7380",61,-949000,4362000,0
"25490",256,-1519000,3722000,0
"93219",2976,-1289000,2182000,0
"132305",411,1521000,1032000,0
"17138",999,-1909000,3992000,0
"89073",349,-169000,2282000,0
"25779",2904,-1939000,3712000,0
"84992",366,-1089000,2372000,0
"8304",95,-1119000,4322000,0
"36516",209,-1719000,3412000,0
"105683",326,821000,1872000,0
"121277",87,261000,1402000,0
"126117",238,361000,1242000,0
"122588",628,1171000,1362000,0
"143801",533,651000,532000,0
"149547",80,-159000,252000,0
"123495",495,1141000,1332000,0
"11382",183,-1699000,4202000,0
"129361",403,791000,1132000,0
"131709",653,1261000,1052000,0
"123843",905,1591000,1322000,0
"118623",613,1461000,1492000,0
"127231",278,-239000,1202000,0
"148249",796,-1009000,312000,0
"90707",325,-1059000,2242000,0
"134777",681,1371000,942000,0
"125967",858,1821000,1252000,0
"8339",494,-769000,4322000,0
"143742",64,61000,532000,0
"24804",280,-1759000,3742000,0
"163",12,-1559000,4782000,0
"13740",91,91000,4122000,0
"134247",1033,1461000,962000,0
"18270",7,1041000,3962000,0
"112930",4934,-989000,1662000,0
"129722",1032,1521000,1122000,0
"34521",321,-1929000,3462000,0
"10563",1876,-1589000,4232000,0
"130331",0,1861000,1102000,0
"123766",356,821000,1322000,0
"13817",1648,-1859000,4112000,0
"3426",13,-1789000,4542000,0
"146246",70,-119000,412000,0
"33008",223,-1809000,3502000,0
"123051",500,-269000,1342000,0
"116665",825,711000,1552000,0
"96523",3579,-1199000,2102000,0
"122326",756,1601000,1372000,0
"122673",6,2021000,1362000,0
"74273",171,-749000,2602000,0
"32286",208,-1679000,3522000,0
"18338",226,-1349000,3952000,0
"6250",56,-949000,4412000,0
"131683",489,1001000,1052000,0
"130279",1074,1341000,1102000,0
"111250",4187,-989000,1712000,0
"33378",242,-1859000,3492000,0
"8343",219,-729000,4322000,0
"90721",174,-919000,2242000,0
"13794",118,631000,4122000,0
"48929",122,-1099000,3122000,0
"5033",0,-1999000,4462000,0
"137923",824,-449000,802000,0
"126558",958,1821000,1232000,0
"130312",601,1671000,1102000,0
"16629",179,-1299000,4012000,0
"56754",335,961000,2962000,0
"126130",421,491000,1242000,0
"124458",704,1701000,1302000,0
"111331",264,-179000,1712000,0
"147008",5101,-899000,372000,0
"109843",2552,-1189000,1752000,0
"75207",218,-979000,2582000,0
"32614",3727,-2059000,3512000,0
"126271",752,1901000,1242000,0
"132132",210,-209000,1032000,0
"138417",106,51000,782000,0
"134398",86,211000,952000,0
"143807",407,711000,532000,0
"105361",925,1351000,1882000,0
"137289",121,-19000,832000,0
"137505",151,-129000,822000,0
"125517",293,291000,1262000,0
"127914",273,761000,1182000,0
"148665",3525,-939000,292000,0
"36109",252,-1789000,3422000,0
"148958",60,-29000,282000,0
"16901",174,-1429000,4002000,0
"541",1964,-1649000,4722000,0
"145419",63,11000,452000,0
"132502",389,671000,1022000,0
"87687",244,-899000,2312000,0
"74701",308,-1259000,2592000,0
"118378",1806,-989000,1492000,0
"131668",445,851000,1052000,0
"106747",126,301000,1842000,0
"100699",266,841000,2002000,0
"125287",448,981000,1272000,0
"138782",4178,-689000,762000,0
"141680",221,461000,632000,0
"10919",413,-809000,4222000,0
"146145",1587,971000,422000,0
"143382",320,661000,552000,0
"29120",253,-1489000,3612000,0
"142934",176,381000,572000,0
"147984",346,481000,332000,0
"144808",70,191000,482000,0
"90748",158,-649000,2242000,0
"11028",33,281000,4222000,0
"135432",169,421000,912000,0
"107329",3930,-1219000,1822000,0
"81333",228,-959000,2452000,0
"8740",2230,-1589000,4302000,0
"114894",931,-1039000,1602000,0
"24450",597,-1989000,3752000,0
"20033",595,-1639000,3892000,0
"106790",357,731000,1842000,0
"77553",379,-1279000,2532000,0
"124980",356,911000,1282000,0
"42644",1141,-2019000,3262000,0
"141706",978,721000,632000,0
"122038",239,1771000,1382000,0
"145258",273,491000,462000,0
"11293",121,161000,4212000,0
"100132",1536,-909000,2012000,0
"120976",104,311000,1412000,0
"127234",255,-209000,1202000,0
"138358",2389,-539000,782000,0
"108488",214,-519000,1792000,0
"148448",0,981000,312000,0
"135149",110,61000,922000,0
"29048",144,-2209000,3612000,0
"72953",480,511000,2632000,0
"34500",2220,-2139000,3462000,0
"82252",315,-1039000,2432000,0
"122623",874,1521000,1362000,0
"113777",856,891000,1642000,0
"134523",1311,1461000,952000,0
"30179",164,-1209000,3582000,0
"123207",980,1291000,1342000,0
"111609",3824,-809000,1702000,0
"130459",232,261000,1092000,0
"16257",164,621000,4032000,0
"146785",501,-1029000,382000,0
"143957",49,101000,522000,0
"91130",299,-1089000,2232000,0
"149555",58,-79000,252000,0
"115126",774,1281000,1602000,0
"8762",182,-1369000,4302000,0
"36862",149,-2279000,3402000,0
"97756",1247,-939000,2072000,0
"47765",196,1001000,3152000,0
"132803",381,881000,1012000,0
"41414",214,-1799000,3292000,0
"8279",170,-1369000,4322000,0
"85933",141,-679000,2352000,0
"107149",572,641000,1832000,0
"31982",123,-1119000,3532000,0
"114131",715,1141000,1632000,0
"149483",1532,-799000,252000,0
"118510",101,331000,1492000,0
"130820",555,991000,1082000,0
"31159",622,-2169000,3552000,0
"134730",882,901000,942000,0
"7278",534,-1969000,4362000,0
"122289",816,1231000,1372000,0
"129820",824,-379000,1112000,0
"89417",338,-1069000,2272000,0
"122298",1091,1321000,1372000,0
"87218",445,-1179000,2322000,0
"126219",835,1381000,1242000,0
"69996",134,71000,2692000,0
"124686",515,971000,1292000,0
"9485",2502,-1479000,4272000,0
"66599",394,371000,2762000,0
"128094",507,-339000,1172000,0
"21549",284,-1629000,3842000,0
"127557",105,101000,1192000,0
"129017",114,231000,1142000,0
"122670",51,1991000,1362000,0
"137090",67,281000,842000,0
"17979",62,1001000,3972000,0
"27452",206,-1689000,3662000,0
"135528",1092,1381000,912000,0
"126768",396,981000,1222000,0
"118196",100,321000,1502000,0
"132876",823,1611000,1012000,0
"37731",228,-1719000,3382000,0
"9945",4,551000,4262000,0
"109559",219,-509000,1762000,0
"130581",1003,1481000,1092000,0
"120679",115,401000,1422000,0
"13334",149,-1239000,4132000,0
"116954",157,451000,1542000,0
"96519",4292,-1239000,2102000,0
"19443",666,-1749000,3912000,0
"116079",811,1171000,1572000,0
"70795",421,-1669000,2672000,0
"130211",284,661000,1102000,0
"142531",445,551000,592000,0
"6594",33,-2049000,4392000,0
"115099",568,1011000,1602000,0
"136948",31,1161000,852000,0
"30813",3362,-2039000,3562000,0
"19479",181,-1389000,3912000,0
"34201",98,-1249000,3472000,0
"132017",2062,1481000,1042000,0
"23891",115,-949000,3772000,0
"134204",779,1031000,962000,0
"103345",198,211000,1932000,0
"106375",158,281000,1852000,0
"129356",260,741000,1132000,0
"104581",659,1121000,1902000,0
"26102",3204,-2029000,3702000,0
"107592",900,1411000,1822000,0
"101525",921,1311000,1982000,0
"36584",143,-1039000,3412000,0
"77501",3020,-1799000,2532000,0
"33011",213,-1779000,3502000,0
"81951",429,581000,2442000,0
"133671",550,1231000,982000,0
"77732",282,511000,2532000,0
"142508",94,321000,592000,0
"128299",760,1711000,1172000,0
"71456",148,91000,2662000,0
"58719",172,1181000,2922000,0
"24459",2166,-1899000,3752000,0
"7335",197,-1399000,4362000,0
"22256",143,-909000,3822000,0
"146084",84,361000,422000,0
"141523",829,1001000,642000,0
"127257",134,21000,1202000,0
"46099",2545,-2089000,3182000,0
"14828",106,111000,4082000,0
"116951",143,421000,1542000,0
"62151",257,931000,2852000,0
"145041",123,421000,472000,0
"125304",483,1151000,1272000,0
"138896",270,451000,762000,0
"11245",577,-319000,4212000,0
"18947",127,-969000,3932000,0
"38224",113,-889000,3372000,0
"137624",611,1061000,822000,0
"97759",1254,-909000,2072000,0
"7384",57,-909000,4362000,0
"134383",114,61000,952000,0
"113",0,-1429000,4802000,0
"13319",161,-1389000,4132000,0
"41388",2381,-2059000,3292000,0
"25786",1952,-1869000,3712000,0
"28390",110,-2149000,3632000,0
"141058",579,571000,662000,0
"101701",1269,-809000,1972000,0
"78569",145,-549000,2512000,0
"115923",1977,-389000,1572000,0
"144010",329,631000,522000,0
"18200",145,121000,3962000,0
"134619",194,-209000,942000,0
"49381",112,-1199000,3112000,0
"8020",1655,-1559000,4332000,0
"23836",241,-1499000,3772000,0
"11610",14,581000,4202000,0
"94481",862,-1139000,2152000,0
"117024",581,1151000,1542000,0
"43593",130,-1109000,3242000,0
"90678",510,-1349000,2242000,0
"146089",86,411000,422000,0
"4616",103,-1929000,4482000,0
"31148",68,-2279000,3552000,0
"141286",1010,741000,652000,0
"67062",232,71000,2752000,0
"144851",562,621000,482000,0
"41378",1578,-2159000,3292000,0
"1072",476,-1709000,4682000,0
"50792",161,-1099000,3082000,0
"147954",82,181000,332000,0
"568",44,-1349000,4722000,0
"40561",2668,-2149000,3312000,0
"128306",446,1781000,1172000,0
"110387",598,751000,1742000,0
"115362",139,401000,1592000,0
"133146",811,1531000,1002000,0
"14346",17,-1999000,4092000,0
"89411",347,-1129000,2272000,0
"113656",408,-319000,1642000,0
"145019",68,201000,472000,0
"136257",8,1321000,882000,0
"114132",697,1151000,1632000,0
"127640",421,931000,1192000,0
"130027",484,1691000,1112000,0
"128967",273,-269000,1142000,0
"142505",166,291000,592000,0
"134607",233,-329000,942000,0
"18611",190,-1469000,3942000,0
"123664",337,-199000,1322000,0
"91168",165,-709000,2232000,0
"122011",633,1501000,1382000,0
"43067",3144,-2079000,3252000,0
"141734",842,1001000,632000,0
"107947",886,1311000,1812000,0
"88539",400,-1149000,2292000,0
"147517",63,1000,352000,0
"21609",161,-1029000,3842000,0
"146892",47,41000,382000,0
"110413",662,1011000,1742000,0
"27762",260,-1869000,3652000,0
"106045",448,701000,1862000,0
"2904",61,-1769000,4572000,0
"56771",306,1131000,2962000,0
"141857",68,121000,622000,0
"14363",1829,-1829000,4092000,0
"111373",97,241000,1712000,0
"9974",2396,-1909000,4252000,0
"147729",52,21000,342000,0
"4439",1474,-1609000,4492000,0
"64166",276,931000,2812000,0
"129004",108,101000,1142000,0
"101714",187,-679000,1972000,0
"124162",652,1761000,1312000,0
"13198",94,121000,4142000,0
"20043",241,-1539000,3892000,0
"10535",1221,-1869000,4232000,0
"3621",17,-1749000,4532000,0
"141042",141,411000,662000,0
"8715",1649,-1839000,4302000,0
"96648",635,51000,2102000,0
"1217",222,-1839000,4672000,0
"146802",4359,-859000,382000,0
"149463",1195,-999000,252000,0
"6481",48,-909000,4402000,0
"11132",1153,-1449000,4212000,0
"142048",108,-79000,612000,0
"136499",0,1341000,872000,0
"118218",562,541000,1502000,0
"136537",3937,-639000,862000,0
"12008",86,-929000,4182000,0
"146662",79,-159000,392000,0
"99694",2920,-1369000,2022000,0
"14567",118,211000,4092000,0
"125015",1022,1261000,1282000,0
"248",4,-1459000,4762000,0
"135520",784,1301000,912000,0
"25446",2158,-1959000,3722000,0
"22250",144,-969000,3822000,0
"4433",32,-1669000,4492000,0
"8959",2313,-1839000,4292000,0
"13595",145,-1359000,4122000,0
"17635",193,201000,3982000,0
"136720",57,1191000,862000,0
"129578",109,81000,1122000,0
"117573",110,351000,1522000,0
"129690",767,1201000,1122000,0
"13012",218,-1739000,4142000,0
"32245",2531,-2089000,3522000,0
"122031",680,1701000,1382000,0
"135751",692,1151000,902000,0
"15451",1190,-1859000,4052000,0
"137173",321,1111000,842000,0
"139227",2097,-589000,742000,0
"134689",295,491000,942000,0
"148464",4284,-909000,302000,0
"121451",74,2001000,1402000,0
"137788",275,441000,812000,0
"128205",299,771000,1172000,0
"120381",323,491000,1432000,0
"108786",4347,-1129000,1782000,0
"131656",477,731000,1052000,0
"29779",188,-1689000,3592000,0
"35785",123,-1059000,3432000,0
"68912",169,-1019000,2712000,0
"132280",645,1271000,1032000,0
"114581",4597,-909000,1612000,0
"126779",542,1091000,1222000,0
"119303",81,2031000,1472000,0
"139770",272,521000,722000,0
"16341",192,-1359000,4022000,0
"27093",2432,-2009000,3672000,0
"121714",704,1581000,1392000,0
"136320",745,-449000,872000,0
"30081",134,-2189000,3582000,0
"124062",412,761000,1312000,0
"135762",795,1261000,902000,0
"40150",2743,-2149000,3322000,0
"122668",111,1971000,1362000,0
"13875",154,-1279000,4112000,0
"140345",168,-179000,692000,0
"14682",152,-1349000,4082000,0
"13066",139,-1199000,4142000,0
"133408",835,1371000,992000,0
"25791",262,-1819000,3712000,0
"75193",246,-1119000,2582000,0
"24775",742,-2049000,3742000,0
"6145",297,-1999000,4412000,0
"123239",732,1611000,1342000,0
"37286",3456,-2089000,3392000,0
"137772",64,281000,812000,0
"101530",478,1361000,1982000,0
"145298",908,891000,462000,0
"11441",121,-1109000,4202000,0
"17627",182,121000,3982000,0
"14136",148,-1389000,4102000,0
"128224",410,961000,1172000,0
"16604",216,-1549000,4012000,0
"4484",107,-1159000,4492000,0
"135672",196,361000,902000,0
"128303",265,1751000,1172000,0
"28738",1977,-1979000,3622000,0
"128805",500,991000,1152000,0
"139903",247,-309000,712000,0
"94123",139,-569000,2162000,0
"103",5,-1529000,4802000,0
"144365",71,-39000,502000,0
"16850",1339,-1939000,4002000,0
"24492",268,-1569000,3752000,0
"125575",409,871000,1262000,0
"108251",524,721000,1802000,0
"138420",94,81000,782000,0
"78988",254,-1059000,2502000,0
"133656",596,1081000,982000,0
"127372",602,1171000,1202000,0
"26864",135,-1019000,3682000,0
"85425",545,-1269000,2362000,0
"144809",72,201000,482000,0
"57247",649,1041000,2952000,0
"138584",1119,-479000,772000,0
"14123",424,-1519000,4102000,0
"128207",327,791000,1172000,0
"131554",233,-289000,1052000,0
"52417",188,931000,3052000,0
"132866",603,1511000,1012000,0
"138302",791,1111000,792000,0
"127955",511,1171000,1182000,0
"108835",1859,-639000,1782000,0
"15494",159,-1429000,4052000,0
"28733",2828,-2029000,3622000,0
"141476",288,531000,642000,0
"16021",624,-1739000,4032000,0
"82298",154,-579000,2432000,0
"77117",228,-909000,2542000,0
"30880",180,-1369000,3562000,0
"44772",3313,-2169000,3212000,0
"10545",962,-1769000,4232000,0
"26474",228,-1619000,3692000,0
"11662",2393,-1649000,4192000,0
"11674",2679,-1529000,4192000,0
"22461",44,-2059000,3812000,0
"147943",40,71000,332000,0
"110271",248,-409000,1742000,0
"11121",3150,-1559000,4212000,0
"70001",148,121000,2692000,0
"15784",168,-1309000,4042000,0
"142682",89,-39000,582000,0
"145249",100,401000,462000,0
"29140",171,-1289000,3612000,0
"133670",530,1221000,982000,0
"127346",397,911000,1202000,0
"17701",83,-2009000,3972000,0
"120369",108,371000,1432000,0
"30795",80,-2219000,3562000,0
"16317",448,-1599000,4022000,0
"133680",804,1321000,982000,0
"7814",116,-1239000,4342000,0
"131968",549,991000,1042000,0
"96574",163,-689000,2102000,0
"103644",204,-629000,1922000,0
"8296",104,-1199000,4322000,0
"89863",245,-919000,2262000,0
"17996",1268,-1919000,3962000,0
"130795",283,741000,1082000,0
"111703",118,131000,1702000,0
"109738",931,1281000,1762000,0
"73214",589,-1709000,2622000,0
"144629",176,501000,492000,0
"129074",390,801000,1142000,0
"19135",1133,-1959000,3922000,0
"108215",121,361000,1802000,0
"132426",163,-89000,1022000,0
"11151",113,-1259000,4212000,0
"124159",282,1731000,1312000,0
"94917",238,-909000,2142000,0
"14125",237,-1499000,4102000,0
"137805",662,611000,812000,0
"10032",145,-1329000,4252000,0
"116706",504,1121000,1552000,0
"13300",1682,-1579000,4132000,0
"1097",69,-1459000,4682000,0
"127966",654,1281000,1182000,0
"959",640,-1309000,4692000,0
"137989",70,211000,802000,0
"14019",139,161000,4112000,0
"117987",901,1361000,1512000,0
"71937",120,41000,2652000,0
"34989",85,-1149000,3452000,0
"115244",4277,-779000,1592000,0
"149954",50,-69000,232000,0
"21164",168,821000,3862000,0
"81815",213,-779000,2442000,0
"142956",328,601000,572000,0
"2083",50,-1499000,4622000,0
"39026",136,-1069000,3352000,0
"84990",333,-1109000,2372000,0
"10429",1109,-139000,4242000,0
"134473",498,961000,952000,0
"146097",232,491000,422000,0
"140847",487,581000,672000,0
"18825",117,891000,3942000,0
"20857",309,751000,3872000,0
"132796",545,811000,1012000,0
"7377",65,-979000,4362000,0
"139348",339,621000,742000,0
"74869",277,421000,2592000,0
"140612",123,361000,682000,0
"91566",216,-979000,2222000,0
"149076",3108,-859000,272000,0
"126658",202,-119000,1222000,0
"135002",712,1081000,932000,0
"109926",223,-359000,1752000,0
"107379",1287,-719000,1822000,0
"53399",87,1201000,3032000,0
"130137",169,-79000,1102000,0
"964",1128,-1259000,4692000,0
"63690",241,1211000,2822000,0
"122024",856,1631000,1382000,0
"14084",1765,-1909000,4102000,0
"28432",231,-1729000,3632000,0
"143361",330,451000,552000,0
"17175",195,-1539000,3992000,0
"16010",1233,-1849000,4032000,0
"123493",506,1121000,1332000,0
"116713",685,1191000,1552000,0
"86799",251,-939000,2332000,0
"26772",3036,-1939000,3682000,0
"12719",82,-1959000,4152000,0
"133999",32,1741000,972000,0
"121957",386,961000,1382000,0
"2588",15,-1499000,4592000,0
"94045",3138,-1349000,2162000,0
"16267",40,971000,4032000,0
"8951",1494,-1919000,4292000,0
"14345",106,-2009000,4092000,0
"108523",436,-169000,1792000,0
"6854",1102,-1709000,4382000,0
"134243",835,1421000,962000,0
"71857",155,-759000,2652000,0
"137641",15,1231000,822000,0
"95307",682,-1119000,2132000,0
"122924",730,1491000,1352000,0
"72721",1529,-1809000,2632000,0
"14637",4128,-1799000,4082000,0
"2225",132,-1749000,4612000,0
"9470",224,-1629000,4272000,0
"144227",741,691000,512000,0
"115229",4480,-929000,1592000,0
"9682",7,601000,4272000,0
"21478",218,811000,3852000,0
"128296",385,1681000,1172000,0
"66894",237,-1609000,2752000,0
"14561",135,151000,4092000,0
"110554",4912,-1059000,1732000,0
"116816",4138,-929000,1542000,0
"39761",372,-1929000,3332000,0
"20288",314,-1989000,3882000,0
"3448",95,-1569000,4542000,0
"32259",345,-1949000,3522000,0
"138245",234,541000,792000,0
"138853",104,21000,762000,0
"95769",147,-589000,2122000,0
"133837",104,121000,972000,0
"4207",47,-1869000,4502000,0
"141217",81,51000,652000,0
"17401",117,951000,3992000,0
"120667",91,281000,1422000,0
"29732",245,-2159000,3592000,0
"112978",3605,-509000,1662000,0
"15617",1009,-199000,4052000,0
"21616",134,-959000,3842000,0
"8220",1026,-1959000,4322000,0
"14147",164,-1279000,4102000,0
"114040",144,231000,1632000,0
"100114",4689,-1089000,2012000,0
"147074",100,-239000,372000,0
"124115",697,1291000,1312000,0
"119847",936,1301000,1452000,0
"113652",709,-359000,1642000,0
"10510",9,671000,4242000,0
"18491",234,181000,3952000,0
"9230",560,-1579000,4282000,0
"8500",917,-1569000,4312000,0
"90379",506,-59000,2252000,0
"130444",103,111000,1092000,0
"31623",127,-1119000,3542000,0
"149673",4026,-889000,242000,0
"90701",312,-1119000,2242000,0
"145424",54,61000,452000,0
"13846",2180,-1569000,4112000,0
"94169",192,-109000,2162000,0
"5118",94,-1149000,4462000,0
"116330",291,511000,1562000,0
"77740",344,591000,2532000,0
"13539",335,-1919000,4122000,0
"124080",357,941000,1312000,0
"126929",512,-339000,1212000,0
"11184",88,-929000,4212000,0
"113481",924,1221000,1652000,0
"143364",291,481000,552000,0
"107308",2007,-1429000,1822000,0
"143588",415,621000,542000,0
"17152",369,-1769000,3992000,0
"134269",267,1681000,962000,0
"110275",245,-369000,1742000,0
"133926",577,1011000,972000,0
"44781",3106,-2079000,3212000,0
"112994",425,-349000,1662000,0
"20552",333,711000,3882000,0
"8215",67,-2009000,4322000,0
"22144",87,-2029000,3822000,0
"139699",177,-189000,722000,0
"142520",247,441000,592000,0
"143779",119,431000,532000,0
"10580",738,-1419000,4232000,0
"105364",931,1381000,1882000,0
"88096",366,-1209000,2302000,0
"121964",449,1031000,1382000,0
"21613",139,-989000,3842000,0
