"","x","y","strat","Presence"
"2884",-1760500,2399500,0.3,0
"2885",-731500,806500,0.3,0
"2886",-691500,1418500,0.3,0
"2887",-847500,763500,0.3,0
"2888",-1464500,1850500,0.3,0
"2889",-643500,1182500,0.3,0
"2890",-1226500,1840500,0.3,0
"2891",-1561500,2047500,0.3,0
"2892",-853500,897500,0.3,0
"2893",-862500,888500,0.3,0
"2894",-1021500,1709500,0.3,0
"2895",-732500,679500,0.3,0
"2896",-856500,1495500,0.3,0
"2897",-986500,279500,0.3,0
"2898",-595500,1130500,0.3,0
"2899",-673500,1350500,0.3,0
"2900",-1169500,1877500,0.3,0
"2901",-721500,1423500,0.3,0
"2902",-714500,1188500,0.3,0
"2903",-839500,1385500,0.3,0
"2904",-883500,512500,0.3,0
"2905",-866500,1110500,0.3,0
"2906",-855500,1104500,0.3,0
"2907",-895500,551500,0.3,0
"2908",-1619500,2119500,0.3,0
"2909",-610500,982500,0.3,0
"2910",-971500,324500,0.3,0
"2911",-988500,1731500,0.3,0
"2912",-1518500,1939500,0.3,0
"2913",-1491500,1993500,0.3,0
"2914",-1256500,1974500,0.3,0
"2915",-691500,542500,0.3,0
"2916",-875500,1025500,0.3,0
"2917",-634500,1048500,0.3,0
"2918",-936500,407500,0.3,0
"2919",-751500,1381500,0.3,0
"2920",-632500,966500,0.3,0
"2921",-879500,1148500,0.3,0
"2922",-1979500,2601500,0.3,0
"2923",-883500,731500,0.3,0
"2924",-754500,1258500,0.3,0
"2925",-653500,1292500,0.3,0
"2926",-973500,1531500,0.3,0
"2927",-628500,1322500,0.3,0
"2928",-772500,1482500,0.3,0
"2929",-825500,1190500,0.3,0
"2930",-688500,814500,0.3,0
"2931",-820500,317500,0.3,0
"2932",-1572500,2021500,0.3,0
"2933",-671500,1116500,0.3,0
"2934",-640500,1085500,0.3,0
"2935",-1540500,2058500,0.3,0
"2936",-609500,1280500,0.3,0
"2937",-721500,1254500,0.3,0
"2938",-1786500,2382500,0.3,0
"2939",-614500,1444500,0.3,0
"2940",-1558500,2081500,0.3,0
"2941",-543500,1016500,0.3,0
"2942",-585500,1129500,0.3,0
"2943",-677500,878500,0.3,0
"2944",-1892500,2419500,0.3,0
"2945",-747500,1391500,0.3,0
"2946",-1209500,1907500,0.3,0
"2947",-621500,1186500,0.3,0
"2948",-1694500,2247500,0.3,0
"2949",-653500,1022500,0.3,0
"2950",-697500,1038500,0.3,0
"2951",-618500,568500,0.3,0
"2952",-640500,1194500,0.3,0
"2953",-1234500,1896500,0.3,0
"2954",-881500,1543500,0.3,0
"2955",-846500,1485500,0.3,0
"2956",-977500,249500,0.3,0
"2957",-796500,919500,0.3,0
"2958",-715500,1231500,0.3,0
"2959",-837500,1340500,0.3,0
"2960",-709500,1333500,0.3,0
"2961",-583500,1449500,0.3,0
"2962",-824500,1627500,0.3,0
"2963",-1138500,1808500,0.3,0
"2964",-1716500,2304500,0.3,0
"2965",-659500,1013500,0.3,0
"2966",-611500,1365500,0.3,0
"2967",-903500,799500,0.3,0
"2968",-1204500,1862500,0.3,0
"2969",-690500,972500,0.3,0
"2970",-849500,1144500,0.3,0
"2971",-873500,1043500,0.3,0
"2972",-725500,840500,0.3,0
"2973",-1674500,2260500,0.3,0
"2974",-842500,1591500,0.3,0
"2975",-681500,1296500,0.3,0
"2976",-781500,1183500,0.3,0
"2977",-822500,1433500,0.3,0
"2978",-860500,1131500,0.3,0
"2979",-1764500,2377500,0.3,0
"2980",-849500,910500,0.3,0
"2981",-819500,251500,0.3,0
"2982",-792500,1323500,0.3,0
"2983",-688500,1062500,0.3,0
"2984",-761500,824500,0.3,0
"2985",-744500,854500,0.3,0
"2986",-926500,1685500,0.3,0
"2987",-651500,1506500,0.3,0
"2988",-957500,1594500,0.3,0
"2989",-1784500,2402500,0.3,0
"2990",-1747500,2380500,0.3,0
"2991",-823500,1708500,0.3,0
"2992",-861500,1379500,0.3,0
"2993",-1034500,1808500,0.3,0
"2994",-602500,625500,0.3,0
"2995",-713500,1389500,0.3,0
"2996",-700500,570500,0.3,0
"2997",-589500,965500,0.3,0
"2998",-803500,372500,0.3,0
"2999",-877500,1565500,0.3,0
"3000",-739500,321500,0.3,0
"3001",-1785500,2185500,0.4,0
"3002",-1715500,2117500,0.4,0
"3003",-963500,910500,0.4,0
"3004",-543500,896500,0.4,0
"3005",-957500,540500,0.4,0
"3006",-2141500,3007500,0.4,0
"3007",-594500,805500,0.4,0
"3008",-1010500,696500,0.4,0
"3009",-565500,597500,0.4,0
"3010",-2017500,3615500,0.4,0
"3011",-925500,1038500,0.4,0
"3012",-949500,535500,0.4,0
"3013",-758500,286500,0.4,0
"3014",-342500,274500,0.4,0
"3015",-719500,1595500,0.4,0
"3016",-1512500,2074500,0.4,0
"3017",-1578500,2246500,0.4,0
"3018",-830500,1004500,0.4,0
"3019",-1482500,1860500,0.4,0
"3020",-1560500,1983500,0.4,0
"3021",-951500,1122500,0.4,0
"3022",-920500,688500,0.4,0
"3023",-1507500,4328500,0.4,0
"3024",-1797500,2436500,0.4,0
"3025",-1132500,1931500,0.4,0
"3026",-651500,240500,0.4,0
"3027",-2032500,3631500,0.4,0
"3028",-1671500,2064500,0.4,0
"3029",-978500,1833500,0.4,0
"3030",-1988500,2699500,0.4,0
"3031",-534500,1239500,0.4,0
"3032",-2071500,2702500,0.4,0
"3033",-1675500,2082500,0.4,0
"3034",-1286500,2041500,0.4,0
"3035",-928500,1173500,0.4,0
"3036",-917500,1165500,0.4,0
"3037",-1686500,2331500,0.4,0
"3038",-435500,1242500,0.4,0
"3039",-709500,1605500,0.4,0
"3040",-1003500,636500,0.4,0
"3041",-882500,1760500,0.4,0
"3042",-941500,683500,0.4,0
"3043",-1682500,2014500,0.4,0
"3044",-1597500,1923500,0.4,0
"3045",-545500,755500,0.4,0
"3046",-1216500,2104500,0.4,0
"3047",-1583500,1876500,0.4,0
"3048",-432500,1436500,0.4,0
"3049",-1019500,1533500,0.4,0
"3050",-1015500,1569500,0.4,0
"3051",-903500,1180500,0.4,0
"3052",-843500,1568500,0.4,0
"3053",-1259500,2156500,0.4,0
"3054",-2145500,2993500,0.4,0
"3055",-2092500,3555500,0.4,0
"3056",-1749500,2451500,0.4,0
"3057",-1555500,1921500,0.4,0
"3058",-965500,911500,0.4,0
"3059",-935500,813500,0.4,0
"3060",-433500,1392500,0.4,0
"3061",-941500,565500,0.4,0
"3062",-691500,1718500,0.4,0
"3063",-945500,1030500,0.4,0
"3064",-555500,1559500,0.4,0
"3065",-600500,1594500,0.4,0
"3066",-1002500,708500,0.4,0
"3067",-1347500,2085500,0.4,0
"3068",-546500,1302500,0.4,0
"3069",-1398500,1788500,0.4,0
"3070",-437500,1645500,0.4,0
"3071",-478500,1138500,0.4,0
"3072",-1970500,2858500,0.4,0
"3073",-1547500,2198500,0.4,0
"3074",-1887500,2435500,0.4,0
"3075",-1005500,1314500,0.4,0
"3076",-981500,648500,0.4,0
"3077",-2089500,3546500,0.4,0
"3078",-2103500,2728500,0.4,0
"3079",-1849500,2564500,0.4,0
"3080",-538500,849500,0.4,0
"3081",-927500,683500,0.4,0
"3082",-627500,346500,0.4,0
"3083",-1042500,1836500,0.4,0
"3084",-1283500,1737500,0.4,0
"3085",-681500,389500,0.4,0
"3086",-613500,771500,0.4,0
"3087",-1143500,1629500,0.4,0
"3088",-1852500,2495500,0.4,0
"3089",-938500,1392500,0.4,0
"3090",-1248500,2049500,0.4,0
"3091",-1342500,1802500,0.4,0
"3092",-1904500,2356500,0.4,0
"3093",-2108500,3452500,0.4,0
"3094",-591500,1642500,0.4,0
"3095",-563500,330500,0.4,0
"3096",-1160500,2067500,0.4,0
"3097",-1138500,1627500,0.4,0
"3098",-957500,1885500,0.4,0
"3099",-963500,1004500,0.4,0
"3100",-754500,1518500,0.4,0
"3101",-485500,1230500,0.4,0
"3102",-626500,293500,0.4,0
"3103",-535500,1626500,0.4,0
"3104",-948500,1761500,0.4,0
"3105",-588500,1560500,0.4,0
"3106",-978500,412500,0.4,0
"3107",-993500,1120500,0.4,0
"3108",-2042500,2643500,0.4,0
"3109",-1498500,2093500,0.4,0
"3110",-806500,1789500,0.4,0
"3111",-1966500,2713500,0.4,0
"3112",-977500,674500,0.4,0
"3113",-1004500,775500,0.4,0
"3114",-1659500,2285500,0.4,0
"3115",-1824500,2257500,0.4,0
"3116",-2130500,3128500,0.4,0
"3117",-1009500,1522500,0.4,0
"3118",-1407500,1783500,0.4,0
"3119",-1948500,2453500,0.4,0
"3120",-989500,1813500,0.4,0
"3121",-1240500,1748500,0.4,0
"3122",-571500,420500,0.4,0
"3123",-1004500,552500,0.4,0
"3124",-488500,1243500,0.4,0
"3125",-1456500,2009500,0.4,0
"3126",-2228500,2849500,0.4,0
"3127",-1434500,2008500,0.4,0
"3128",-1043500,284500,0.4,0
"3129",-943500,532500,0.4,0
"3130",-1810500,2266500,0.4,0
"3131",-431500,1454500,0.4,0
"3132",-2211500,2844500,0.4,0
"3133",-1007500,2029500,0.4,0
"3134",-794500,269500,0.4,0
"3135",-950500,909500,0.4,0
"3136",-559500,736500,0.4,0
"3137",-1726500,2460500,0.4,0
"3138",-830500,1590500,0.4,0
"3139",-397500,1549500,0.4,0
"3140",-630500,527500,0.4,0
"3141",-1327500,2182500,0.4,0
"3142",-1067500,2017500,0.4,0
"3143",-2270500,2854500,0.4,0
"3144",-2156500,2920500,0.4,0
"3145",-562500,1089500,0.4,0
"3146",-585500,710500,0.4,0
"3147",-1270500,2106500,0.4,0
"3148",-948500,929500,0.4,0
"3149",-1660500,4051500,0.4,0
"3150",-1224500,2043500,0.4,0
"3151",-1218500,1727500,0.4,0
"3152",-1704500,2160500,0.4,0
"3153",-1244500,2093500,0.4,0
"3154",-1198500,1731500,0.4,0
"3155",-1721500,2132500,0.4,0
"3156",-597500,582500,0.4,0
"3157",-1661500,4104500,0.4,0
"3158",-1548500,1950500,0.4,0
"3159",-2082500,2856500,0.4,0
"3160",-1434500,2032500,0.4,0
"3161",-790500,267500,0.4,0
"3162",-938500,714500,0.4,0
"3163",-944500,1054500,0.4,0
"3164",-902500,1006500,0.4,0
"3165",-903500,1037500,0.4,0
"3166",-1576500,2252500,0.4,0
"3167",-1023500,1915500,0.4,0
"3168",-919500,737500,0.4,0
"3169",-548500,1058500,0.4,0
"3170",-1331500,4489500,0.4,0
"3171",-990500,516500,0.4,0
"3172",-511500,1049500,0.4,0
"3173",-1348500,1978500,0.4,0
"3174",-1912500,2719500,0.4,0
"3175",-1040500,338500,0.4,0
"3176",-1965500,2503500,0.4,0
"3177",-712500,1682500,0.4,0
"3178",-571500,706500,0.4,0
"3179",-695500,1630500,0.4,0
"3180",-1334500,1996500,0.4,0
"3181",-2338500,2965500,0.4,0
"3182",-2112500,3440500,0.4,0
"3183",-2139500,3170500,0.4,0
"3184",-573500,1242500,0.4,0
"3185",-929500,509500,0.4,0
"3186",-563500,549500,0.4,0
"3187",-2258500,2844500,0.4,0
"3188",-563500,844500,0.4,0
"3189",-904500,1844500,0.4,0
"3190",-1344500,1892500,0.4,0
"3191",-1492500,2070500,0.4,0
"3192",-2018500,3647500,0.4,0
"3193",-503500,1025500,0.4,0
"3194",-2103500,2706500,0.4,0
"3195",-691500,1510500,0.4,0
"3196",-1087500,1887500,0.4,0
"3197",-1039500,1904500,0.4,0
"3198",-2061500,2824500,0.4,0
"3199",-603500,1683500,0.4,0
"3200",-1492500,2083500,0.4,0
"3201",-985500,980500,0.4,0
"3202",-1529500,2160500,0.4,0
"3203",-457500,1340500,0.4,0
"3204",-722500,498500,0.4,0
"3205",-600500,692500,0.4,0
"3206",-1965500,2621500,0.4,0
"3207",-570500,1243500,0.4,0
"3208",-453500,1152500,0.4,0
"3209",-1639500,2248500,0.4,0
"3210",-503500,1366500,0.4,0
"3211",-878500,1037500,0.4,0
"3212",-1159500,1985500,0.4,0
"3213",-557500,444500,0.4,0
"3214",-2250500,2793500,0.4,0
"3215",-711500,311500,0.4,0
"3216",-939500,1449500,0.4,0
"3217",-945500,1987500,0.4,0
"3218",-956500,1854500,0.4,0
"3219",-588500,1173500,0.4,0
"3220",-1585500,2176500,0.4,0
"3221",-616500,346500,0.4,0
"3222",-1768500,2224500,0.4,0
"3223",-896500,1065500,0.4,0
"3224",-563500,859500,0.4,0
"3225",-1505500,2175500,0.4,0
"3226",-1089500,2057500,0.4,0
"3227",-1283500,1812500,0.4,0
"3228",-1490500,4234500,0.4,0
"3229",-2086500,2872500,0.4,0
"3230",-735500,1673500,0.4,0
"3231",-2133500,2877500,0.4,0
"3232",-859500,1790500,0.4,0
"3233",-508500,1612500,0.4,0
"3234",-563500,934500,0.4,0
"3235",-498500,1641500,0.4,0
"3236",-517500,430500,0.4,0
"3237",-458500,1194500,0.4,0
"3238",-441500,1499500,0.4,0
"3239",-1567500,2217500,0.4,0
"3240",-1002500,1306500,0.4,0
"3241",-506500,1299500,0.4,0
"3242",-944500,820500,0.4,0
"3243",-1197500,1748500,0.4,0
"3244",-1613500,1969500,0.4,0
"3245",-518500,1338500,0.4,0
"3246",-498500,1249500,0.4,0
"3247",-1204500,2023500,0.4,0
"3248",-527500,1646500,0.4,0
"3249",-546500,1476500,0.4,0
"3250",-1001500,463500,0.4,0
"3251",-1520500,4203500,0.4,0
"3252",-1486500,1865500,0.4,0
"3253",-2099500,2868500,0.4,0
"3254",-689500,371500,0.4,0
"3255",-944500,574500,0.4,0
"3256",-2109500,3459500,0.4,0
"3257",-1944500,2483500,0.4,0
"3258",-1946500,3709500,0.4,0
"3259",-949500,1262500,0.4,0
"3260",-1960500,2729500,0.4,0
"3261",-346500,239500,0.4,0
"3262",-528500,1649500,0.4,0
"3263",-950500,325500,0.4,0
"3264",-634500,243500,0.4,0
"3265",-1062500,1994500,0.4,0
"3266",-1293500,2031500,0.4,0
"3267",-838500,1675500,0.4,0
"3268",-2106500,3252500,0.4,0
"3269",-1873500,2556500,0.4,0
"3270",-1822500,2244500,0.4,0
"3271",-647500,479500,0.4,0
"3272",-685500,1388500,0.4,0
"3273",-1539500,2140500,0.4,0
"3274",-462500,1470500,0.4,0
"3275",-1497500,4206500,0.4,0
"3276",-520500,645500,0.4,0
"3277",-1511500,4224500,0.4,0
"3278",-2090500,3308500,0.4,0
"3279",-1773500,2176500,0.4,0
"3280",-1145500,1647500,0.4,0
"3281",-934500,1377500,0.4,0
"3282",-1956500,2705500,0.4,0
"3283",-533500,416500,0.4,0
"3284",-1809500,2340500,0.4,0
"3285",-2124500,2742500,0.4,0
"3286",-511500,1182500,0.4,0
"3287",-779500,1599500,0.4,0
"3288",-1448500,2048500,0.4,0
"3289",-603500,1511500,0.4,0
"3290",-966500,1498500,0.4,0
"3291",-994500,1374500,0.4,0
"3292",-594500,258500,0.4,0
"3293",-477500,1614500,0.4,0
"3294",-491500,747500,0.4,0
"3295",-1311500,1759500,0.4,0
"3296",-597500,735500,0.4,0
"3297",-1030500,2026500,0.4,0
"3298",-924500,1002500,0.4,0
"3299",-533500,1066500,0.4,0
"3300",-1002500,915500,0.4,0
"3301",-706500,1593500,0.4,0
"3302",-934500,1157500,0.4,0
"3303",-1457500,1822500,0.4,0
"3304",-598500,447500,0.4,0
"3305",-449500,847500,0.4,0
"3306",-2138500,3234500,0.4,0
"3307",-1861500,2496500,0.4,0
"3308",-943500,1862500,0.4,0
"3309",-2158500,2945500,0.4,0
"3310",-424500,1406500,0.4,0
"3311",-1223500,2085500,0.4,0
"3312",-2065500,2831500,0.4,0
"3313",-1589500,1984500,0.4,0
"3314",-2070500,2654500,0.4,0
"3315",-1033500,1542500,0.4,0
"3316",-921500,1910500,0.4,0
"3317",-975500,1347500,0.4,0
"3318",-1973500,2568500,0.4,0
"3319",-1227500,2045500,0.4,0
"3320",-1096500,1977500,0.4,0
"3321",-779500,999500,0.4,0
"3322",-1975500,2518500,0.4,0
"3323",-528500,1478500,0.4,0
"3324",-952500,1306500,0.4,0
"3325",-935500,762500,0.4,0
"3326",-1216500,1782500,0.4,0
"3327",-1632500,1978500,0.4,0
"3328",-1020500,1873500,0.4,0
"3329",-913500,1297500,0.4,0
"3330",-1451500,1895500,0.4,0
"3331",-551500,1330500,0.4,0
"3332",-731500,1622500,0.4,0
"3333",-1505500,1878500,0.4,0
"3334",-2254500,2881500,0.4,0
"3335",-535500,1223500,0.4,0
"3336",-1177500,1677500,0.4,0
"3337",-1750500,2183500,0.4,0
"3338",-473500,1261500,0.4,0
"3339",-426500,1461500,0.4,0
"3340",-964500,623500,0.4,0
"3341",-705500,238500,0.4,0
"3342",-1647500,1926500,0.4,0
"3343",-1114500,1905500,0.4,0
"3344",-995500,981500,0.4,0
"3345",-677500,1543500,0.4,0
"3346",-943500,994500,0.4,0
"3347",-1560500,2210500,0.4,0
"3348",-1360500,1787500,0.4,0
"3349",-1775500,2162500,0.4,0
"3350",-968500,342500,0.4,0
"3351",-1172500,2064500,0.4,0
"3352",-1006500,1865500,0.4,0
"3353",-1036500,1591500,0.4,0
"3354",-1740500,2210500,0.4,0
"3355",-572500,1254500,0.4,0
"3356",-491500,812500,0.4,0
"3357",-2144500,2871500,0.4,0
"3358",-1008500,1437500,0.4,0
"3359",-963500,732500,0.4,0
"3360",-568500,817500,0.4,0
"3361",-1732500,2170500,0.4,0
"3362",-965500,1972500,0.4,0
"3363",-1699500,2134500,0.4,0
"3364",-1994500,2680500,0.4,0
"3365",-1398500,2034500,0.4,0
"3366",-572500,1321500,0.4,0
"3367",-1551500,2138500,0.4,0
"3368",-612500,325500,0.4,0
"3369",-1668500,2162500,0.4,0
"3370",-1429500,2098500,0.4,0
"3371",-657500,232500,0.4,0
"3372",-1037500,1859500,0.4,0
"3373",-760500,1707500,0.4,0
"3374",-1950500,2468500,0.4,0
"3375",-523500,956500,0.4,0
"3376",-1681500,2382500,0.4,0
"3377",-1847500,2308500,0.4,0
"3378",-470500,1512500,0.4,0
"3379",-1430500,2009500,0.4,0
"3380",-2129500,3208500,0.4,0
"3381",-424500,1617500,0.4,0
"3382",-984500,1177500,0.4,0
"3383",-2258500,2860500,0.4,0
"3384",-2035500,2659500,0.4,0
"3385",-1996500,2787500,0.4,0
"3386",-905500,1098500,0.4,0
"3387",-1937500,2777500,0.4,0
"3388",-499500,823500,0.4,0
"3389",-568500,1593500,0.4,0
"3390",-592500,1623500,0.4,0
"3391",-524500,1175500,0.4,0
"3392",-1657500,2151500,0.4,0
"3393",-989500,761500,0.4,0
"3394",-705500,1635500,0.4,0
"3395",-2195500,2781500,0.4,0
"3396",-1331500,2076500,0.4,0
"3397",-531500,1229500,0.4,0
"3398",-1543500,2169500,0.4,0
"3399",-1117500,1727500,0.4,0
"3400",-2044500,3578500,0.4,0
"3401",-767500,1654500,0.4,0
"3402",-920500,1309500,0.4,0
"3403",-1121500,1954500,0.4,0
"3404",-1284500,1763500,0.4,0
"3405",-1523500,2183500,0.4,0
"3406",-844500,1672500,0.4,0
"3407",-997500,658500,0.4,0
"3408",-820500,1654500,0.4,0
"3409",-989500,1315500,0.4,0
"3410",-997500,1994500,0.4,0
"3411",-509500,1526500,0.4,0
"3412",-659500,402500,0.4,0
"3413",-467500,1139500,0.4,0
"3414",-2077500,2625500,0.4,0
"3415",-1610500,2241500,0.4,0
"3416",-1376500,1877500,0.4,0
"3417",-946500,1446500,0.4,0
"3418",-2136500,3404500,0.4,0
"3419",-1156500,2077500,0.4,0
"3420",-1919500,2434500,0.4,0
"3421",-2112500,2670500,0.4,0
"3422",-1282500,1793500,0.4,0
"3423",-749500,1543500,0.4,0
"3424",-1893500,2642500,0.4,0
"3425",-731500,224500,0.4,0
"3426",-677500,1735500,0.4,0
"3427",-758500,1588500,0.4,0
"3428",-1632500,2086500,0.4,0
"3429",-573500,650500,0.4,0
"3430",-1297500,4532500,0.4,0
"3431",-522500,1452500,0.4,0
"3432",-1993500,2658500,0.4,0
"3433",-998500,1966500,0.4,0
"3434",-1015500,1459500,0.4,0
"3435",-647500,1621500,0.4,0
"3436",-547500,1152500,0.4,0
"3437",-1342500,2068500,0.4,0
"3438",-624500,1667500,0.4,0
"3439",-1026500,1903500,0.4,0
"3440",-951500,870500,0.4,0
"3441",-2021500,2763500,0.4,0
"3442",-979500,1872500,0.4,0
"3443",-1218500,1732500,0.4,0
"3444",-929500,1109500,0.4,0
"3445",-1139500,1949500,0.4,0
"3446",-933500,1093500,0.4,0
"3447",-1451500,2067500,0.4,0
"3448",-1015500,641500,0.4,0
"3449",-2164500,3118500,0.4,0
"3450",-998500,1364500,0.4,0
"3451",-2010500,2800500,0.4,0
"3452",-667500,453500,0.4,0
"3453",-2022500,2619500,0.4,0
"3454",-763500,285500,0.4,0
"3455",-2118500,2665500,0.4,0
"3456",-997500,1985500,0.4,0
"3457",-941500,627500,0.4,0
"3458",-453500,1410500,0.4,0
"3459",-750500,1662500,0.4,0
"3460",-987500,1520500,0.4,0
"3461",-1813500,2247500,0.4,0
"3462",-953500,1193500,0.4,0
"3463",-2113500,2816500,0.4,0
"3464",-553500,1162500,0.4,0
"3465",-940500,1055500,0.4,0
"3466",-1418500,2009500,0.4,0
"3467",-1988500,2756500,0.4,0
"3468",-513500,381500,0.4,0
"3469",-2125500,3374500,0.4,0
"3470",-1363500,2008500,0.4,0
"3471",-721500,1464500,0.4,0
"3472",-920500,1959500,0.4,0
"3473",-1096500,2039500,0.4,0
"3474",-1846500,2574500,0.4,0
"3475",-982500,1178500,0.4,0
"3476",-1743500,2233500,0.4,0
"3477",-758500,229500,0.4,0
"3478",-943500,866500,0.4,0
"3479",-674500,1512500,0.4,0
"3480",-501500,378500,0.4,0
"3481",-1987500,2789500,0.4,0
"3482",-638500,242500,0.4,0
"3483",-574500,1169500,0.4,0
"3484",-829500,981500,0.4,0
"3485",-1750500,2476500,0.4,0
"3486",-1050500,331500,0.4,0
"3487",-920500,1120500,0.4,0
"3488",-1055500,2029500,0.4,0
"3489",-515500,1176500,0.4,0
"3490",-1912500,2592500,0.4,0
"3491",-911500,1032500,0.4,0
"3492",-359500,281500,0.4,0
"3493",-1291500,2087500,0.4,0
"3494",-1173500,2097500,0.4,0
"3495",-907500,906500,0.4,0
"3496",-1816500,2260500,0.4,0
"3497",-1700500,2364500,0.4,0
"3498",-2133500,3381500,0.4,0
"3499",-1257500,1710500,0.4,0
"3500",-504500,1497500,0.4,0
"3501",-611500,389500,0.4,0
"3502",-1035500,1508500,0.4,0
"3503",-1389500,2086500,0.4,0
"3504",-599500,254500,0.4,0
"3505",-1059500,1973500,0.4,0
"3506",-1481500,2041500,0.4,0
"3507",-879500,1677500,0.4,0
"3508",-545500,1213500,0.4,0
"3509",-2131500,3003500,0.4,0
"3510",-566500,532500,0.4,0
"3511",-461500,1488500,0.4,0
"3512",-948500,850500,0.4,0
"3513",-943500,1971500,0.4,0
"3514",-1003500,576500,0.4,0
"3515",-1001500,318500,0.4,0
"3516",-1432500,1832500,0.4,0
"3517",-1558500,2231500,0.4,0
"3518",-981500,1079500,0.4,0
"3519",-557500,1158500,0.4,0
"3520",-819500,1800500,0.4,0
"3521",-1768500,2505500,0.4,0
"3522",-1848500,2309500,0.4,0
"3523",-476500,1413500,0.4,0
"3524",-2099500,3397500,0.4,0
"3525",-1866500,2608500,0.4,0
"3526",-526500,1352500,0.4,0
"3527",-1191500,1703500,0.4,0
"3528",-935500,466500,0.4,0
"3529",-916500,1035500,0.4,0
"3530",-1238500,2029500,0.4,0
"3531",-1892500,2348500,0.4,0
"3532",-2061500,3518500,0.4,0
"3533",-1455500,2129500,0.4,0
"3534",-553500,392500,0.4,0
"3535",-1411500,2045500,0.4,0
"3536",-1381500,1809500,0.4,0
"3537",-2119500,3379500,0.4,0
"3538",-598500,1573500,0.4,0
"3539",-730500,1513500,0.4,0
"3540",-1015500,1983500,0.4,0
"3541",-1306500,1989500,0.4,0
"3542",-2093500,2685500,0.4,0
"3543",-1435500,1994500,0.4,0
"3544",-1011500,1604500,0.4,0
"3545",-1010500,328500,0.4,0
"3546",-1319500,1990500,0.4,0
"3547",-622500,1376500,0.4,0
"3548",-448500,1613500,0.4,0
"3549",-475500,1171500,0.4,0
"3550",-490500,1332500,0.4,0
"3551",-1417500,2079500,0.4,0
"3552",-1605500,2204500,0.4,0
"3553",-915500,1038500,0.4,0
"3554",-535500,1247500,0.4,0
"3555",-601500,617500,0.4,0
"3556",-993500,1317500,0.4,0
"3557",-986500,741500,0.4,0
"3558",-2022500,3622500,0.4,0
"3559",-1257500,1804500,0.4,0
"3560",-585500,768500,0.4,0
"3561",-765500,338500,0.4,0
"3562",-1790500,2206500,0.4,0
"3563",-525500,1019500,0.4,0
"3564",-557500,701500,0.4,0
"3565",-1035500,1993500,0.4,0
"3566",-1960500,2677500,0.4,0
"3567",-1928500,2400500,0.4,0
"3568",-452500,852500,0.4,0
"3569",-572500,1585500,0.4,0
"3570",-690500,1617500,0.4,0
"3571",-1297500,2010500,0.4,0
"3572",-561500,1323500,0.4,0
"3573",-1321500,1826500,0.4,0
"3574",-595500,745500,0.4,0
"3575",-1242500,1714500,0.4,0
"3576",-719500,391500,0.4,0
"3577",-1547500,1858500,0.4,0
"3578",-1032500,1864500,0.4,0
"3579",-1433500,1844500,0.4,0
"3580",-531500,734500,0.4,0
"3581",-715500,365500,0.4,0
"3582",-549500,1598500,0.4,0
"3583",-433500,1417500,0.4,0
"3584",-626500,546500,0.4,0
"3585",-1845500,2321500,0.4,0
"3586",-951500,981500,0.4,0
"3587",-599500,757500,0.4,0
"3588",-990500,1495500,0.4,0
"3589",-1572500,2187500,0.4,0
"3590",-544500,218500,0.4,0
"3591",-1393500,1779500,0.4,0
"3592",-1985500,2518500,0.4,0
"3593",-1044500,1888500,0.4,0
"3594",-1225500,1774500,0.4,0
"3595",-1878500,2365500,0.4,0
"3596",-871500,1677500,0.4,0
"3597",-741500,357500,0.4,0
"3598",-1946500,2682500,0.4,0
"3599",-1431500,1815500,0.4,0
"3600",-940500,1175500,0.4,0
"3601",-1214500,1767500,0.4,0
"3602",-595500,693500,0.4,0
"3603",-714500,466500,0.4,0
"3604",-707500,1696500,0.4,0
"3605",-526500,1488500,0.4,0
"3606",-787500,280500,0.4,0
"3607",-1089500,2041500,0.4,0
"3608",-575500,326500,0.4,0
"3609",-1700500,2084500,0.4,0
"3610",-864500,1830500,0.4,0
"3611",-2108500,3355500,0.4,0
"3612",-979500,493500,0.4,0
"3613",-1297500,1759500,0.4,0
"3614",-1356500,1988500,0.4,0
"3615",-1693500,2010500,0.4,0
"3616",-1017500,1424500,0.4,0
"3617",-656500,1673500,0.4,0
"3618",-768500,366500,0.4,0
"3619",-753500,315500,0.4,0
"3620",-587500,801500,0.4,0
"3621",-1923500,2438500,0.4,0
"3622",-1979500,2612500,0.4,0
"3623",-754500,1555500,0.4,0
"3624",-573500,281500,0.4,0
"3625",-1140500,1615500,0.4,0
"3626",-436500,1383500,0.4,0
"3627",-964500,1917500,0.4,0
"3628",-2162500,2739500,0.4,0
"3629",-1093500,2065500,0.4,0
"3630",-1440500,2092500,0.4,0
"3631",-897500,894500,0.4,0
"3632",-2074500,3595500,0.4,0
"3633",-2104500,2856500,0.4,0
"3634",-2111500,2903500,0.4,0
"3635",-1022500,1480500,0.4,0
"3636",-1865500,2291500,0.4,0
"3637",-664500,497500,0.4,0
"3638",-1796500,2227500,0.4,0
"3639",-2112500,3318500,0.4,0
"3640",-2150500,3115500,0.4,0
"3641",-1351500,1770500,0.4,0
"3642",-2001500,2704500,0.4,0
"3643",-1084500,1637500,0.4,0
"3644",-1578500,1874500,0.4,0
"3645",-1440500,1869500,0.4,0
"3646",-1648500,4086500,0.4,0
"3647",-616500,477500,0.4,0
"3648",-1024500,1850500,0.4,0
"3649",-2129500,3340500,0.4,0
