"","elevation","x","y","Presence"
"128366",3949,-509000,1162000,0
"126009",3888,-719000,1242000,0
"59847",199,-2209000,2892000,0
"100061",1527,-1619000,2012000,0
"126334",1801,-419000,1232000,0
"105076",566,-1499000,1882000,0
"114566",541,-1059000,1612000,0
"97752",1664,-979000,2072000,0
"100875",4628,-1299000,1992000,0
"40562",2334,-2139000,3312000,0
"147652",1639,-749000,342000,0
"130967",373,-419000,1072000,0
"137246",1682,-449000,832000,0
"145352",1113,-659000,452000,0
"141795",694,-499000,622000,0
"93651",402,-1139000,2172000,0
"4449",85,-1509000,4492000,0
"116229",1801,-499000,1562000,0
"106584",3815,-1329000,1842000,0
"15455",2675,-1819000,4052000,0
"53525",329,-2329000,3022000,0
"118138",366,-259000,1502000,0
"76545",3600,-1889000,2552000,0
"140532",558,-439000,682000,0
"56909",0,-2339000,2952000,0
"134595",373,-449000,942000,0
"109496",4539,-1139000,1762000,0
"21847",843,-1819000,3832000,0
"132948",714,-449000,1002000,0
"24125",2866,-1929000,3762000,0
"146577",557,-1009000,392000,0
"51148",708,-2259000,3072000,0
"11679",1389,-1479000,4192000,0
"93179",4634,-1689000,2182000,0
"92357",3112,-1509000,2202000,0
"58880",1708,-2089000,2912000,0
"114304",1763,-409000,1622000,0
"130952",3557,-569000,1072000,0
"1382",186,-1839000,4662000,0
"3863",3262,-1289000,4522000,0
"98529",4446,-1169000,2052000,0
"102031",4435,-1379000,1962000,0
"130367",4829,-659000,1092000,0
"100859",4273,-1459000,1992000,0
"141774",3017,-709000,622000,0
"126291",4603,-849000,1232000,0
"5970",1260,-1469000,4422000,0
"137024",367,-379000,842000,0
"134820",4959,-739000,932000,0
"147040",1869,-579000,372000,0
"63360",2653,-2089000,2822000,0
"103962",4672,-1269000,1912000,0
"103926",0,-1629000,1912000,0
"144273",909,-959000,502000,0
"94050",2244,-1299000,2162000,0
"136074",1228,-509000,882000,0
"142002",4027,-539000,612000,0
"94038",1993,-1419000,2162000,0
"139645",3327,-729000,722000,0
"122420",3321,-509000,1362000,0
"131247",1637,-489000,1062000,0
"115602",1696,-409000,1582000,0
"359",113,-1569000,4742000,0
"96128",875,-1089000,2112000,0
"96485",4589,-1579000,2102000,0
"122079",4366,-869000,1372000,0
"67336",960,-2109000,2742000,0
"92402",256,-1059000,2202000,0
"111924",4038,-1049000,1692000,0
"110224",3888,-879000,1742000,0
"108832",1633,-669000,1782000,0
"149096",1377,-659000,272000,0
"53523",265,-2349000,3022000,0
"108786",4347,-1129000,1782000,0
"126614",3626,-559000,1222000,0
"104332",4156,-1369000,1902000,0
"10282",1741,-1609000,4242000,0
"101284",4117,-1099000,1982000,0
"101680",4202,-1019000,1972000,0
"14656",3030,-1609000,4082000,0
"63842",0,-2309000,2812000,0
"136069",3278,-559000,882000,0
"96504",1912,-1389000,2102000,0
"129797",4447,-609000,1112000,0
"126036",2766,-449000,1242000,0
"144726",888,-629000,482000,0
"126336",1242,-399000,1232000,0
"129205",4424,-769000,1132000,0
"115268",2577,-539000,1592000,0
"121192",4082,-589000,1402000,0
"147882",311,-539000,332000,0
"98149",2430,-999000,2062000,0
"75114",4383,-1909000,2582000,0
"96895",4501,-1519000,2092000,0
"61347",1058,-2089000,2862000,0
"17739",1368,-1629000,3972000,0
"145950",811,-979000,422000,0
"14904",1870,-1849000,4072000,0
"138357",2037,-549000,782000,0
"148083",431,-609000,322000,0
"143439",4281,-869000,542000,0
"668",187,-1569000,4712000,0
"13822",3499,-1809000,4112000,0
"118754",866,-349000,1482000,0
"102839",3866,-1009000,1942000,0
"70272",2700,-2039000,2682000,0
"112927",3272,-1019000,1662000,0
"133191",2305,-799000,992000,0
"18613",208,-1449000,3942000,0
"100520",4313,-949000,2002000,0
"145571",2290,-569000,442000,0
"32619",1737,-2009000,3512000,0
"53528",761,-2299000,3022000,0
"111300",293,-489000,1712000,0
"39730",13,-2239000,3332000,0
"145542",4627,-859000,442000,0
"116500",4307,-939000,1552000,0
"121461",1716,-949000,1392000,0
"108822",2677,-769000,1782000,0
"116859",2743,-499000,1542000,0
"17147",2574,-1819000,3992000,0
"96083",4508,-1539000,2112000,0
"140099",1255,-499000,702000,0
"107373",2805,-779000,1822000,0
"143251",2140,-649000,552000,0
"70286",3753,-1899000,2682000,0
"112316",1333,-489000,1682000,0
"16568",1571,-1909000,4012000,0
"139672",665,-459000,722000,0
"26444",1558,-1919000,3692000,0
"118751",1028,-379000,1482000,0
"87165",4479,-1709000,2322000,0
"145536",2590,-919000,442000,0
"59867",897,-2009000,2892000,0
"52592",1476,-2089000,3042000,0
"32246",3570,-2079000,3522000,0
"95670",4897,-1579000,2122000,0
"52093",298,-2309000,3052000,0
"72702",2763,-1999000,2632000,0
"111228",1055,-1209000,1712000,0
"102401",1283,-1539000,1952000,0
"119064",1034,-359000,1472000,0
"146198",747,-599000,412000,0
"123956",594,-299000,1312000,0
"146618",725,-599000,392000,0
"125395",1101,-929000,1262000,0
"109890",2778,-719000,1752000,0
"76100",434,-1589000,2562000,0
"117812",1553,-389000,1512000,0
"88922",3812,-1679000,2282000,0
"790",4330,-1659000,4702000,0
"95297",3107,-1219000,2132000,0
"110241",3172,-709000,1742000,0
"11098",1464,-1789000,4212000,0
"140107",512,-419000,702000,0
"116813",3262,-959000,1542000,0
"98951",1272,-919000,2042000,0
"85822",3080,-1789000,2352000,0
"148658",1102,-1009000,292000,0
"148090",289,-539000,322000,0
"130949",3784,-599000,1072000,0
"147634",2950,-929000,342000,0
"120582",4500,-569000,1422000,0
"130065",3583,-799000,1102000,0
"95248",1046,-1709000,2132000,0
"128659",2488,-469000,1152000,0
"652",197,-1729000,4712000,0
"144954",460,-449000,472000,0
"116206",3699,-729000,1562000,0
"129533",529,-369000,1122000,0
"133469",2304,-789000,982000,0
"3452",26,-1529000,4542000,0
"137470",871,-479000,822000,0
"133486",3730,-619000,982000,0
"21566",221,-1459000,3842000,0
"108066",4384,-1129000,1802000,0
"60350",1626,-2099000,2882000,0
"119972",3172,-529000,1442000,0
"114643",333,-289000,1612000,0
"59363",2115,-2149000,2902000,0
"82",12,-1509000,4812000,0
"119339",3725,-699000,1462000,0
"106233",4472,-1139000,1852000,0
"28730",3908,-2059000,3622000,0
"141557",3982,-769000,632000,0
"7316",450,-1589000,4362000,0
"106591",1517,-1259000,1842000,0
"31886",2801,-2079000,3532000,0
"138787",4543,-639000,762000,0
"87162",4547,-1739000,2322000,0
"77491",3242,-1899000,2532000,0
"144115",261,-429000,512000,0
"144513",1264,-659000,492000,0
"98127",4285,-1219000,2062000,0
"14661",465,-1559000,4082000,0
"135340",1224,-499000,912000,0
"135816",4823,-649000,892000,0
"128925",4734,-689000,1142000,0
"135114",213,-289000,922000,0
"138567",4181,-649000,772000,0
"148069",1841,-749000,322000,0
"138990",4651,-789000,752000,0
"141552",4213,-819000,632000,0
"10290",3870,-1529000,4242000,0
"110934",2374,-719000,1722000,0
"2578",318,-1599000,4592000,0
"100853",4136,-1519000,1992000,0
"96527",4590,-1159000,2102000,0
"103610",4223,-969000,1922000,0
"103572",4667,-1349000,1922000,0
"141995",3239,-609000,612000,0
"30086",968,-2139000,3582000,0
"61868",2875,-1899000,2852000,0
"76544",5098,-1899000,2552000,0
"137242",921,-489000,832000,0
"14379",2818,-1669000,4092000,0
"117438",1598,-999000,1522000,0
"109548",1859,-619000,1762000,0
"140299",4396,-639000,692000,0
"4651",715,-1579000,4482000,0
"54975",149,-2279000,2992000,0
"8036",185,-1399000,4332000,0
"143442",5007,-839000,542000,0
"102035",4645,-1339000,1962000,0
"95255",4667,-1639000,2132000,0
"19760",212,-1469000,3902000,0
"441",366,-1659000,4732000,0
"58872",647,-2169000,2912000,0
"106225",4446,-1219000,1852000,0
"18332",229,-1409000,3952000,0
"110247",3938,-649000,1742000,0
"936",383,-1569000,4692000,0
"135832",1361,-489000,892000,0
"96130",1246,-1069000,2112000,0
"125719",3845,-659000,1252000,0
"15186",230,-1739000,4062000,0
"132658",3419,-569000,1012000,0
"62841",21,-2229000,2832000,0
"89800",2150,-1549000,2262000,0
"5527",1674,-1379000,4442000,0
"17130",71,-1989000,3992000,0
"98130",4602,-1189000,2062000,0
"27088",1747,-2059000,3672000,0
"6866",804,-1589000,4382000,0
"127496",3723,-509000,1192000,0
"95308",591,-1109000,2132000,0
"128380",895,-369000,1162000,0
"94461",3697,-1339000,2152000,0
"67337",374,-2099000,2742000,0
"144295",2662,-739000,502000,0
"94029",2766,-1509000,2162000,0
"137011",1314,-509000,842000,0
"47914",845,-2069000,3142000,0
"122115",3359,-509000,1372000,0
"14093",2206,-1819000,4102000,0
"11396",3343,-1559000,4202000,0
"112256",3016,-1089000,1682000,0
"60845",2249,-2109000,2872000,0
"147675",1339,-519000,342000,0
"146386",4734,-819000,402000,0
"45645",2909,-2139000,3192000,0
"142415",2537,-609000,592000,0
"145538",3166,-899000,442000,0
"100486",4568,-1289000,2002000,0
"18880",675,-1639000,3932000,0
"133481",4242,-669000,982000,0
"61828",20,-2299000,2852000,0
"41371",6,-2229000,3292000,0
"123637",2295,-469000,1322000,0
"59358",423,-2199000,2902000,0
"43491",3161,-2129000,3242000,0
"15183",1276,-1769000,4062000,0
"54013",241,-2249000,3012000,0
"106609",4428,-1079000,1842000,0
"116550",1015,-439000,1552000,0
"7775",132,-1629000,4342000,0
"129782",4311,-759000,1112000,0
"110936",3221,-699000,1722000,0
"14671",171,-1459000,4082000,0
"100871",4121,-1339000,1992000,0
"65359",266,-2119000,2782000,0
"122085",3660,-809000,1372000,0
"122754",375,-209000,1352000,0
"26776",1741,-1899000,3682000,0
"136322",2199,-429000,872000,0
"113635",2352,-529000,1642000,0
"454",555,-1529000,4732000,0
"142201",3198,-649000,602000,0
"118997",1078,-1029000,1472000,0
"18894",235,-1499000,3932000,0
"146165",2217,-929000,412000,0
"96122",2589,-1149000,2112000,0
"9484",2213,-1489000,4272000,0
"130935",4688,-739000,1072000,0
"137706",356,-379000,812000,0
"128372",2098,-449000,1162000,0
"94428",3233,-1669000,2152000,0
"143637",1096,-989000,532000,0
"130396",435,-369000,1092000,0
"147847",4136,-889000,332000,0
"148875",3361,-859000,282000,0
"8265",3614,-1509000,4322000,0
"108049",1849,-1299000,1802000,0
"13001",1842,-1849000,4142000,0
"20009",3723,-1879000,3892000,0
"140488",3349,-879000,682000,0
"130107",709,-379000,1102000,0
"145133",3201,-759000,462000,0
"149880",2555,-809000,232000,0
"102456",4684,-989000,1952000,0
"50671",58,-2309000,3082000,0
"91913",2653,-1739000,2212000,0
"149497",864,-659000,252000,0
"120550",4452,-889000,1422000,0
"119008",3962,-919000,1472000,0
"50223",859,-2099000,3092000,0
"138374",345,-379000,782000,0
"131535",2625,-479000,1052000,0
"77954",25,-1989000,2522000,0
"129809",3692,-489000,1112000,0
"140489",3887,-869000,682000,0
"34122",2454,-2039000,3472000,0
"2575",63,-1629000,4592000,0
"93186",4306,-1619000,2182000,0
"146391",2580,-769000,402000,0
"126331",2282,-449000,1232000,0
"135109",237,-339000,922000,0
"130361",4596,-719000,1092000,0
"90242",2390,-1429000,2252000,0
"125456",440,-319000,1262000,0
"84924",4203,-1769000,2372000,0
"82635",3421,-1829000,2422000,0
"107020",630,-649000,1832000,0
"139840",1852,-939000,712000,0
"99300",3255,-1369000,2032000,0
"71749",1204,-1839000,2652000,0
"670",554,-1549000,4712000,0
"112972",3629,-569000,1662000,0
"107376",2196,-749000,1822000,0
"100926",256,-789000,1992000,0
"146383",4181,-849000,402000,0
"126022",4062,-589000,1242000,0
"130658",4081,-629000,1082000,0
"99325",4720,-1119000,2032000,0
"114250",4372,-949000,1622000,0
"117763",4214,-879000,1512000,0
"135068",3946,-749000,922000,0
"111631",2966,-589000,1702000,0
"120298",1180,-339000,1432000,0
"145770",2737,-679000,432000,0
"141367",1795,-559000,642000,0
"145325",2731,-929000,452000,0
"127488",3208,-589000,1192000,0
"134558",2307,-819000,942000,0
"117794",3466,-569000,1512000,0
"28058",9,-2189000,3642000,0
"142839",2878,-569000,572000,0
"106226",4228,-1209000,1852000,0
"16881",1551,-1629000,4002000,0
"136551",933,-499000,862000,0
"100524",1386,-909000,2002000,0
"105473",4589,-1279000,1872000,0
"147672",323,-549000,342000,0
"148896",1360,-649000,282000,0
"111270",4379,-789000,1712000,0
"123614",3660,-699000,1322000,0
"98160",1572,-889000,2062000,0
"5965",716,-1519000,4422000,0
"22487",1400,-1799000,3812000,0
"119364",2470,-449000,1462000,0
"145577",500,-509000,442000,0
"47901",690,-2199000,3142000,0
"2766",0,-1339000,4582000,0
"87179",1497,-1569000,2322000,0
"3262",28,-1659000,4552000,0
"87602",4739,-1749000,2312000,0
"14910",2941,-1789000,4072000,0
"138333",4001,-789000,782000,0
"42630",510,-2159000,3262000,0
"80306",1940,-1919000,2472000,0
"142639",393,-469000,582000,0
"127197",3894,-579000,1202000,0
"143895",352,-519000,522000,0
"88489",3725,-1649000,2292000,0
"145985",788,-629000,422000,0
"23792",1956,-1939000,3772000,0
"21827",137,-2019000,3832000,0
"118428",3177,-489000,1492000,0
"73180",372,-2049000,2622000,0
"145354",954,-639000,452000,0
"791",4211,-1649000,4702000,0
"121823",1062,-379000,1382000,0
"36487",487,-2009000,3412000,0
"1568",746,-1639000,4652000,0
"20583",65,-2019000,3872000,0
"66358",3240,-2039000,2762000,0
"139020",1665,-489000,752000,0
"22474",1722,-1929000,3812000,0
"137234",2681,-569000,832000,0
"17710",1587,-1919000,3972000,0
"4265",784,-1289000,4502000,0
"74162",4089,-1859000,2602000,0
"124839",2810,-499000,1282000,0
"25783",1435,-1899000,3712000,0
"113327",413,-319000,1652000,0
"119967",4042,-579000,1442000,0
"167",43,-1519000,4782000,0
"143049",4236,-569000,562000,0
"120580",3978,-589000,1422000,0
"116807",905,-1019000,1542000,0
"5734",2127,-1559000,4432000,0
"88480",4537,-1739000,2292000,0
"94453",777,-1419000,2152000,0
"119059",1745,-409000,1472000,0
"133196",4866,-749000,992000,0
"100866",4047,-1389000,1992000,0
"73183",1803,-2019000,2622000,0
"52583",1555,-2179000,3042000,0
"145545",5161,-829000,442000,0
"148694",1367,-649000,292000,0
"138122",3845,-689000,792000,0
"112635",2776,-629000,1672000,0
"81698",108,-1949000,2442000,0
"76072",2604,-1869000,2562000,0
"118132",569,-319000,1502000,0
"116233",2407,-459000,1562000,0
"77962",3333,-1909000,2522000,0
"20003",1331,-1939000,3892000,0
"130640",3597,-809000,1082000,0
"147641",3731,-859000,342000,0
"3478",2548,-1269000,4542000,0
"144103",1303,-549000,512000,0
"146367",327,-1009000,402000,0
"128665",1050,-409000,1152000,0
"21209",3500,-1879000,3852000,0
"121198",3303,-529000,1402000,0
"79846",4579,-1849000,2482000,0
"10017",3760,-1479000,4252000,0
"34882",163,-2219000,3452000,0
"101661",4549,-1209000,1972000,0
"8739",1032,-1599000,4302000,0
"141769",4764,-759000,622000,0
"98527",3870,-1189000,2052000,0
"149465",2379,-979000,252000,0
"67360",1549,-1869000,2742000,0
"115917",1940,-449000,1572000,0
"63357",1604,-2119000,2822000,0
"145961",4609,-869000,422000,0
"97718",3947,-1319000,2072000,0
"32242",2840,-2119000,3522000,0
"114914",4422,-839000,1602000,0
"141143",3608,-689000,652000,0
"65378",3438,-1929000,2782000,0
"121225",478,-259000,1402000,0
"9000",2129,-1429000,4292000,0
"126577",901,-929000,1222000,0
"97722",3329,-1279000,2072000,0
"124188",811,-999000,1302000,0
"20629",264,-1559000,3872000,0
"108419",2624,-1209000,1792000,0
"148081",1414,-629000,322000,0
"50212",594,-2209000,3092000,0
"46994",2257,-2169000,3162000,0
"38916",1650,-2169000,3352000,0
"124853",832,-359000,1282000,0
"121521",900,-349000,1392000,0
"148260",3914,-899000,312000,0
"112975",2607,-539000,1662000,0
"143031",4305,-749000,562000,0
"132382",3499,-529000,1022000,0
"127456",1336,-909000,1192000,0
"17716",3275,-1859000,3972000,0
"109841",1548,-1209000,1752000,0
"100464",4208,-1509000,2002000,0
"42212",2786,-2079000,3272000,0
"28390",110,-2149000,3632000,0
"13011",213,-1749000,4142000,0
"68823",3926,-1909000,2712000,0
"99297",3906,-1399000,2032000,0
"137010",1236,-519000,842000,0
"148085",354,-589000,322000,0
"135555",3357,-809000,902000,0
"111980",1398,-489000,1692000,0
"7320",2145,-1549000,4362000,0
"117123",683,-1009000,1532000,0
"109539",3372,-709000,1762000,0
"106258",4039,-889000,1852000,0
"100490",4151,-1249000,2002000,0
"64366",1701,-2089000,2802000,0
"134322",4118,-549000,952000,0
"135079",4740,-639000,922000,0
"16015",1749,-1799000,4032000,0
"114937",3062,-609000,1602000,0
"103970",4266,-1189000,1912000,0
"122739",1394,-359000,1352000,0
"136334",240,-309000,872000,0
"100493",4482,-1219000,2002000,0
"84467",4262,-1809000,2382000,0
"118115",3044,-489000,1502000,0
"9438",1033,-1949000,4272000,0
"138147",587,-439000,792000,0
"74631",2390,-1959000,2592000,0
"96531",4153,-1119000,2102000,0
"98478",148,-1679000,2052000,0
"15168",1316,-1919000,4062000,0
"21850",1122,-1789000,3832000,0
"67347",2776,-1999000,2742000,0
"113931",3986,-859000,1632000,0
"144486",2277,-929000,492000,0
"118733",3392,-559000,1482000,0
"119631",3692,-859000,1452000,0
"113617",3886,-709000,1642000,0
"62855",2437,-2089000,2832000,0
"130090",3542,-549000,1102000,0
"72704",4033,-1979000,2632000,0
"85364",417,-1879000,2362000,0
"130663",3755,-579000,1082000,0
"104339",4939,-1299000,1902000,0
"142804",2584,-919000,572000,0
"87155",2917,-1809000,2322000,0
"99712",3916,-1189000,2022000,0
"138368",569,-439000,782000,0
"108120",249,-589000,1802000,0
"63339",2,-2299000,2822000,0
"99306",3764,-1309000,2032000,0
"134062",436,-389000,962000,0
"92344",4609,-1639000,2202000,0
"68331",2968,-1949000,2722000,0
"127493",3215,-539000,1192000,0
"1578",1465,-1539000,4652000,0
"149658",323,-1039000,242000,0
"61334",65,-2219000,2862000,0
"118693",2838,-959000,1482000,0
"56944",972,-1989000,2952000,0
"51160",2689,-2139000,3072000,0
"130946",4098,-629000,1072000,0
"77025",2705,-1829000,2542000,0
"62351",1433,-2089000,2842000,0
"99303",4161,-1339000,2032000,0
"146826",767,-619000,382000,0
"139018",1570,-509000,752000,0
"141758",3582,-869000,622000,0
"143448",4421,-779000,542000,0
"13547",1050,-1839000,4122000,0
"109542",4189,-679000,1762000,0
"99709",4201,-1219000,2022000,0
"138781",4119,-699000,762000,0
"62874",1997,-1899000,2832000,0
"59373",538,-2049000,2902000,0
"6645",2542,-1539000,4392000,0
"8710",2152,-1889000,4302000,0
"77482",191,-1989000,2532000,0
"123599",3728,-849000,1322000,0
"2921",1505,-1599000,4572000,0
"13285",478,-1729000,4132000,0
"8019",785,-1569000,4332000,0
"143218",965,-979000,552000,0
"145792",489,-459000,432000,0
"146830",2731,-579000,382000,0
"27413",1338,-2079000,3662000,0
"105876",3815,-989000,1862000,0
"105463",4147,-1379000,1872000,0
"88035",1120,-1819000,2302000,0
"145566",774,-619000,442000,0
"42193",217,-2269000,3272000,0
"45652",1136,-2069000,3192000,0
"32614",3727,-2059000,3512000,0
"2409",209,-1599000,4602000,0
"240",54,-1539000,4762000,0
"66378",443,-1839000,2762000,0
"104387",919,-819000,1902000,0
"139227",2097,-589000,742000,0
"115542",1441,-1009000,1582000,0
"31171",3517,-2049000,3552000,0
"31889",3863,-2049000,3532000,0
"136541",4578,-599000,862000,0
"105865",4399,-1099000,1862000,0
"31885",2861,-2089000,3532000,0
"83560",3152,-1759000,2402000,0
"134023",2348,-779000,962000,0
"144089",4182,-689000,512000,0
"132653",3885,-619000,1012000,0
"48826",2836,-2129000,3122000,0
"149892",2712,-689000,232000,0
"2919",104,-1619000,4572000,0
"117121",492,-1029000,1532000,0
"67844",2380,-1929000,2732000,0
"129791",4458,-669000,1112000,0
"149657",0,-1049000,242000,0
"17141",1244,-1879000,3992000,0
"144697",2645,-919000,482000,0
"15721",371,-1939000,4042000,0
"10533",1457,-1889000,4232000,0
"91525",1470,-1389000,2222000,0
"51634",2095,-2139000,3062000,0
"10289",3199,-1539000,4242000,0
"132074",2426,-789000,1032000,0
"32618",1613,-2019000,3512000,0
"21841",3388,-1879000,3832000,0
"93184",4703,-1639000,2182000,0
"32236",607,-2179000,3522000,0
"91498",4648,-1659000,2222000,0
"120280",3007,-519000,1432000,0
"2767",7,-1329000,4582000,0
"101305",1626,-889000,1982000,0
"3092",99,-1619000,4562000,0
"134599",507,-409000,942000,0
"7555",2465,-1509000,4352000,0
"146585",2931,-929000,392000,0
"1086",885,-1569000,4682000,0
"86262",706,-1859000,2342000,0
"12465",964,-1789000,4162000,0
"100849",2661,-1559000,1992000,0
"92382",3405,-1259000,2202000,0
"137911",3465,-569000,802000,0
"105886",2673,-889000,1862000,0
"91932",1895,-1549000,2212000,0
"96899",3978,-1479000,2092000,0
"125440",2254,-479000,1262000,0
"113954",3122,-629000,1632000,0
"27424",2893,-1969000,3662000,0
"141592",331,-419000,632000,0
"93187",4410,-1609000,2182000,0
"123958",489,-279000,1312000,0
"16900",168,-1439000,4002000,0
"111310",282,-389000,1712000,0
"111293",1757,-559000,1712000,0
"77487",2094,-1939000,2532000,0
"105464",1783,-1369000,1872000,0
"96117",4143,-1199000,2112000,0
"141381",350,-419000,642000,0
"280",0,-1619000,4752000,0
"145743",1841,-949000,432000,0
"56935",620,-2079000,2952000,0
"30088",3220,-2119000,3582000,0
"89786",4564,-1689000,2262000,0
"94060",725,-1199000,2162000,0
"142209",1971,-569000,602000,0
"13837",3105,-1659000,4112000,0
"136546",4015,-549000,862000,0
"131231",4653,-649000,1062000,0
"2572",47,-1659000,4592000,0
"145153",2047,-559000,462000,0
"82643",2999,-1749000,2422000,0
"111965",2598,-639000,1692000,0
"19747",244,-1599000,3902000,0
"38095",941,-2179000,3372000,0
"100899",4553,-1059000,1992000,0
"119635",3661,-819000,1452000,0
"63377",2072,-1919000,2822000,0
"82178",4062,-1779000,2432000,0
"105855",4221,-1199000,1862000,0
"115554",4076,-889000,1582000,0
"105503",3815,-979000,1872000,0
"131241",3652,-549000,1062000,0
"39751",910,-2029000,3332000,0
"52568",90,-2329000,3042000,0
"107720",3815,-959000,1812000,0
"118388",4601,-889000,1492000,0
"133224",1639,-469000,992000,0
"107702",4198,-1139000,1812000,0
"10261",1487,-1819000,4242000,0
"102419",4577,-1359000,1952000,0
"105858",4564,-1169000,1862000,0
"133500",1829,-479000,982000,0
"76569",279,-1649000,2552000,0
"145989",815,-589000,422000,0
"21528",2072,-1839000,3842000,0
"96087",3940,-1499000,2112000,0
"146425",240,-429000,402000,0
"47899",22,-2219000,3142000,0
"24449",1238,-1999000,3752000,0
"115232",5675,-899000,1592000,0
"143026",4764,-799000,562000,0
"132672",363,-429000,1012000,0
"141762",4963,-829000,622000,0
"37689",4077,-2139000,3382000,0
"116174",48,-1049000,1562000,0
"111986",719,-429000,1692000,0
"28392",571,-2129000,3632000,0
"1914",113,-1519000,4632000,0
"38505",440,-2179000,3362000,0
"32604",1202,-2159000,3512000,0
"115582",3387,-609000,1582000,0
"120284",2317,-479000,1432000,0
"64849",0,-2249000,2792000,0
"113253",2415,-1059000,1652000,0
"10003",926,-1619000,4252000,0
"137230",4236,-609000,832000,0
"95256",4455,-1629000,2132000,0
"138806",547,-449000,762000,0
"72706",3507,-1959000,2632000,0
"56946",1636,-1969000,2952000,0
"55464",514,-2229000,2982000,0
"140079",4223,-699000,702000,0
"10573",3890,-1489000,4232000,0
"147224",3794,-839000,362000,0
"117809",1186,-419000,1512000,0
"65877",2384,-1899000,2772000,0
"138558",4042,-739000,772000,0
"2406",56,-1629000,4602000,0
"60339",138,-2209000,2882000,0
"106593",4540,-1239000,1842000,0
"119673",2456,-439000,1452000,0
"133502",1667,-459000,982000,0
"22480",2453,-1869000,3812000,0
"130054",1585,-909000,1102000,0
"113914",2401,-1029000,1632000,0
"7089",100,-1609000,4372000,0
"99729",4649,-1019000,2022000,0
"4268",238,-1259000,4502000,0
"13036",1085,-1499000,4142000,0
"124561",454,-279000,1292000,0
"61837",67,-2209000,2852000,0
"143253",2137,-629000,552000,0
"95247",558,-1719000,2132000,0
"1738",110,-1609000,4642000,0
"552",431,-1539000,4722000,0
"647",0,-1779000,4712000,0
"99311",3890,-1259000,2032000,0
"122102",3808,-639000,1372000,0
"65871",1413,-1959000,2772000,0
"7547",411,-1589000,4352000,0
"6656",249,-1429000,4392000,0
"106968",4401,-1169000,1832000,0
"96951",770,-959000,2092000,0
"64879",3369,-1949000,2792000,0
"127196",3192,-589000,1202000,0
"78434",3820,-1899000,2512000,0
"10565",2054,-1569000,4232000,0
"108458",4839,-819000,1792000,0
"39345",509,-1989000,3342000,0
"81713",4435,-1799000,2442000,0
"100886",3713,-1189000,1992000,0
"115573",4093,-699000,1582000,0
"58380",130,-2209000,2922000,0
"139219",3979,-669000,742000,0
"41799",1649,-2029000,3282000,0
"130068",4989,-769000,1102000,0
"915",2,-1779000,4692000,0
"93642",2209,-1229000,2172000,0
"36885",2401,-2049000,3402000,0
"141561",3370,-729000,632000,0
"137899",3704,-689000,802000,0
"53527",738,-2309000,3022000,0
"13300",1682,-1579000,4132000,0
"99289",4373,-1479000,2032000,0
"30102",577,-1979000,3582000,0
"78442",4373,-1819000,2512000,0
"131507",4325,-759000,1052000,0
"117449",3962,-889000,1522000,0
"23790",880,-1959000,3772000,0
"105125",3815,-1009000,1882000,0
"148070",2523,-739000,322000,0
"129776",2987,-819000,1112000,0
"149889",1458,-719000,232000,0
"138898",242,471000,762000,0
"63365",2393,-2039000,2822000,0
"139429",3405,-729000,732000,0
"49293",1526,-2079000,3112000,0
"15188",873,-1719000,4062000,0
"40561",2668,-2149000,3312000,0
"47000",2610,-2109000,3162000,0
"135819",4034,-619000,892000,0
"120273",3773,-589000,1432000,0
"95732",416,-959000,2122000,0
"24124",3020,-1939000,3762000,0
"144725",1113,-639000,482000,0
"15191",1255,-1689000,4062000,0
"143429",1480,-969000,542000,0
"97689",3807,-1609000,2072000,0
"41379",1574,-2149000,3292000,0
"103939",2763,-1499000,1912000,0
"31523",2237,-2119000,3542000,0
"59354",212,-2239000,2902000,0
"49294",1479,-2069000,3112000,0
"123047",745,-309000,1342000,0
"14113",3340,-1619000,4102000,0
"102409",3628,-1459000,1952000,0
"115574",4074,-689000,1582000,0
"136300",5036,-649000,872000,0
"147663",1589,-639000,342000,0
"146201",2568,-569000,412000,0
"143259",4527,-569000,552000,0
"145332",4119,-859000,452000,0
"40161",1177,-2039000,3322000,0
"149893",1392,-679000,232000,0
"38917",2376,-2159000,3352000,0
"71257",3650,-1899000,2662000,0
"130964",790,-449000,1072000,0
"135316",4545,-739000,912000,0
"43500",1052,-2039000,3242000,0
"92759",3581,-1699000,2192000,0
"84004",371,-1889000,2392000,0
"21851",1007,-1779000,3832000,0
"42207",2245,-2129000,3272000,0
"147680",250,-469000,342000,0
"146206",1648,-519000,412000,0
"147869",3286,-669000,332000,0
"128658",2602,-479000,1152000,0
"16587",371,-1719000,4012000,0
"149068",3143,-939000,272000,0
"24127",2413,-1909000,3762000,0
"45639",160,-2199000,3192000,0
"142831",3389,-649000,572000,0
"125414",3752,-739000,1262000,0
"144689",273,-999000,482000,0
"86271",4716,-1769000,2342000,0
"36077",2874,-2109000,3422000,0
"87600",3044,-1769000,2312000,0
"141125",3357,-869000,652000,0
"104321",1190,-1479000,1902000,0
"146591",4024,-869000,392000,0
"137709",308,-349000,812000,0
"21848",1335,-1809000,3832000,0
"124796",1183,-929000,1282000,0
"108814",3926,-849000,1782000,0
"121462",2059,-939000,1392000,0
"109526",3924,-839000,1762000,0
"129235",2919,-469000,1132000,0
"3097",205,-1569000,4562000,0
"94456",2177,-1389000,2152000,0
